id,Media,title,year,month,day,content
208,Apple,柯文哲再提兩岸一家親　丁守中罵：毫無核心價值,2018,5,17,台北市長柯文哲日前為「兩岸一家親」說法道歉又改口惹議，被視為民進黨自提人選、白綠分手導火線之一；柯文哲昨在北市議會備詢時又說，「我支持兩岸一家親，但討厭人家逼我講。」對此，國民黨台北市長參選人丁守中上午表示，柯文哲一下道歉、一下講兩岸一家親，變來變去，毫無誠信可言，絲毫沒有核心價值，根本不必在乎他說些了什麼。?丁守中表示，民進黨不管推出任何人選，他的對手還是柯文哲，因柯掌握行政資源，但柯做不好，藍綠共同質疑，對他來說這仍是艱困選戰，會戒慎恐懼。至於柯稱昨晚睡不好，丁說，跑選舉睡不好是常有的事，他也常睡不好，更掉了3公斤。柯表示「丁丁是個人才」，丁回應，「丁丁本來就是個人才」，他兩個兒子都是「丁丁」，長期在立法院都是績優立委，他準備好了。?此外，丁守中也透露，未來將與國民黨新北市長參選人侯友宜推出共同政見，力推雙北生活圈。他與侯友宜兩人也將連袂替市議員參選人站台。（王家俊／台北
209,Apple,剛分手就翻臉　柯P批賴揆「不負責任」,2018,5,17,民進黨決定年底台北市長選舉將自提人選，不再禮讓現任市長柯文哲，白、綠分道揚鑣！?《自由時報》報導，柯文哲昨在台北市議會備詢時，被市議員王鴻薇以行政院長賴清德「務實的台獨工作者」為例，要求柯說明兩岸立場。?柯P不客氣地批評：「這是不負責任的！在那個位置上（閣揆），不能這樣說。」?由於質詢時間點在選對會宣布後，柯文哲的火力展示，讓人聯想他已對民進黨「發起攻擊」。對此行政院發言人徐國勇表示，「沒有回應」。（王嘉慶／綜合
210,Apple,歷經四任市長　環南市場改建工程下周上樑,2018,5,17,台北最大傳統市場「環南市場」，因建物老舊、衛生不佳，18年前就傳出要改建的消息，不過因經費不足、搬遷地點難以尋覓等問題，在歷經陳水扁、馬英九等多位市長後，問題依舊無法解決。北市水利處表示，在柯文哲上任後，隨即規劃兩階段工程，讓改建露出曙光，環南市場將於下週舉行上梁典禮，這也代表市場改建工程，將邁入一個新的里程碑。依照市府規劃，環南市場第一階段工程，會先在舊家禽批發市場、舊公車保養場空地搭建中繼市場，2019年8月完工後，將現有甲、乙、丙、丁4棟的攤商移入，接著開始第二期工程，將4棟建物拆除重建，整體工程預計2022年2月告一段落。水利處表示，為了整個改建工程，市府團隊召開50場以上的說明會，100場以上的協調會，逐一解決各項問題，改建工程也順利在105年8月19日由皇昌營造有限公司及中華電信股份有限公司聯合承攬得標。環南市場第一期工程預計108年完工，完工後是綠建築和智慧化的市場，可望成為萬華新地標和觀光市場。?至於整個上梁典禮，將於21日上午10時30分於基地內舉辦，除了市府團隊外，也邀集市場攤商、當地里長、民眾共同參與，改建完成後，環南市場將是地下2層、地上6層的建築物，除了1樓的攤位外，也有熟食區、加工區，並增設停車空間，也希望工程完成後，環南市場能重回往日榮景。（陳思豪/台北
211,Apple,五月十七日各報頭條搶先看,2018,5,17,蘋果日報頭條決裂 綠徵召強將 柯力抗藍綠民進黨和台北市長柯文哲正式決裂！民進黨選對會昨確認年底北市長選舉「啟動徵召，評估人選」，不再與柯合作，雙方分道揚鑣。選對會召集人陳明文盼在月底前評估出適當人選。柯則強調，四年前他推倒藍綠高牆只是開始，「若這次有兩黨候選人，我還可突破，才是台灣社會真正走出藍綠包袱」，他會把此次選戰當成再度騎單車挑戰一日雙塔，「太刺激了」！他並在答覆議員質詢會否落選後再打總統選戰時，信心十足說：「不會啦！我一定會當選！」蘋果日報重點新聞包括:李宗盛娶嫩妻 秘婚三年 小26歲佳人素顏曝光華語流行樂壇大師李宗盛吟唱情歌40載，《壹週刊》直擊李宗盛梅開三度，拍到33歲嬌妻千惠素顏照，《蘋果》獨家取得他和千惠在私人遊艇上摟肩的親密照。59歲的李宗盛情史豐富，2004年與香港天后林憶蓮離婚，他曾說不會再婚，近年感情生活低調神秘，如今身邊多了佳人陪伴，而他昨也入圍金曲獎最佳專輯製作人獎，堪稱喜上加喜。黃勝雄毆妻 開除 重創富邦悍將形象 婚後屢爆約砲中職球員約砲被爆料層出不窮，尤其是中華職棒富邦悍將左投黃勝雄，既非王牌、也非票房保證、更非高富帥代表，醜聞卻是自去年底至昨天，幾乎每月一爆，只能說道德感差，自律不嚴，自毀前程。政府將與私立幼兒園簽約 準公幼月付4500「選舉到了，又要來騙票？」行政院長賴清德昨提少子化因應對策，宣布政府將與私立幼兒園簽約，補助私幼提供「準公共化」教保服務，未來2到5歲幼童就讀準公共化幼兒園，一般家庭每月只需自付4500元。不過，私幼如何成為「準公共化幼兒園」的相關細節仍未出爐，家長質疑：「現在私幼平均月付1萬5千元，怎麼可能只付4500元？又要騙選票！」婦女新知批政院圖利私幼業者。幼教業者擔心壓低收費上限，恐影響營運。林俊傑 金曲6喜並列大贏家 阿妹14度搶后等破紀錄第29屆金曲獎昨公布入圍名單，天后張惠妹（阿妹）和林俊傑（JJ）分別以《偷故事的人》及《偉大的渺小》入圍6項，並列大贏家。阿妹將和彭佳慧、徐佳瑩、飛（Faye）、呂薔角逐歌后，她第14度入圍歌后，被看好破紀錄第4度封后；曾2度稱王的JJ將和陳奕迅（Eason）、宋念宇、許書豪、李玖哲角逐男歌手獎，力拼第3座歌王獎座。自由時報頭條育兒津貼 將擴至4歲為解決台灣少子化的危機，行政院長賴清德昨宣布擴大發放育兒津貼。今年八月起，綜所稅率未達二十％的家庭，家長沒有領取育嬰留職停薪津貼，以及小朋友未接受公共或準公共化服務者，每月可領兩千五百元，即一年將可領三萬元補助，第三胎以上每月再加發一千元。明年八月起，發放對象還將由目前零到二歲延長為零到四歲。自由時報重點新聞包括:北市長選舉 民進黨參戰民進黨是否自提台北市長人選紛擾逾半年，答案昨天揭曉，正式宣告與無黨籍的台北市長柯文哲分道揚鑣。民進黨選對會昨決定自行提名，不再與柯文哲合作，建議黨主席蔡英文啟動徵召程序，若要接受民進黨徵召，就要加入民進黨，最快五月底前確定人選。美亞太副助卿警告中國：再威脅美公司 會有後果主管印太事務的美國國務院東亞暨太平洋事務局副助卿黃之瀚（Alex Wong）今天表示，中國威脅美國航空公司必須依中國政治正確來行事令人震怒，中國必須停止，美國已警告中國，如果再這樣下去會面臨後果。「不要擔心邦交」巴拉圭準總統掛保證我南美友邦巴拉圭遭美國參議員點名邦交不穩，外傳外交部次長劉德立近日親訪巴拉圭「救火」，劉德立昨在外交部受訪表示，他五月初訪問巴拉圭與宏都拉斯，主要是為了恭賀好友阿布鐸當選巴拉圭總統，阿布鐸更親自對劉德立說「不要擔心（邦交）」，並請劉轉交一封信函給蔡英文總統，力邀小英出席他八月的就職典禮。「不喝水就強姦你」警局通譯「口姦」女移工印尼籍女移工安安（化名）指控遭雇主性侵，警方找來開理髮店的印尼華僑李姓男子協助翻譯，李被控竟在警局內及警察面前協助製作筆錄時，當場「口姦」安安說：「你不喝我給你的水，我就強姦你！」而且還將被害人的說法胡亂翻譯；台北市警方昨表示，當時已告知李男須對通譯內容負法律責任，因安安已對李提告性騷，警方除跟李解除合作，並將他函送檢方偵辦。聯合報頭條北市長選戰 民進黨自提人選「不排除賴清德、陳菊」民進黨確定不禮讓台北市長柯文哲，年底台北市長選舉自行提名。民進黨選對會昨天決定，將啟動徵召提名程序，提名人選將待方案送中執會確認、徵詢有意願者後，經選對會討論決定，報請中執會通過，選對會召集人陳明文表示，希望月底前評估適當人選，代表民進黨參選台北市長。聯合報重點新聞包括:美韓軍演惹惱北韓 川金會生變？北韓副外長金桂官十六日發表聲明說，如果美國持續要求北韓「單方面」放棄核武計畫，北韓將重新考慮是否和美國舉行峰會。稍早北韓官方媒體抗議美國與南韓正在進行的聯合軍事演習，並突然取消原定十六日與南韓舉行的高階會談。政院3招救少子化 育兒津貼擴大為0到4歲行政院昨天針對○到五歲幼兒教育及照顧，提出解決少子化的三大對策，包括擴大公共化教保服務量、建置「準公共化」教保服務機制、擴大發放育兒津貼；其中，育兒津貼將由目前的○至兩歲，擴大為○至四歲，在維持「排富」原則下，在家自行照顧嬰幼兒的父母或沒有機會參與準公共化的私立幼兒園家長，每名幼兒每月可領兩千五百元育兒津貼，一年共三萬元。柯文哲：不敢揣測為何會成藍綠共同敵人台北市長柯文哲說，他不敢揣測為什麼會成為藍綠共同敵人，但總之要打破整個台灣政治生態；目前為止，沒有組白色聯盟政黨的計畫，至於是否擔任第三勢力召集人全國串聯，回去會想一下。未來是否尋求親民黨主席宋楚瑜支持？柯說，和宋的交情不錯，但時代力量黃國昌應該不會替他站台，林昶佐比較可能會。機車汙染勝深澳電廠？ 新北反擊陳菊總統府秘書長陳菊日前回應深澳電廠議題時，提及「新北市機車全台灣最多，汙染程度超過深澳發電廠」一席話，引發後續波瀾。新北市府昨天反擊表示，以每千人機車數來看，高雄市有七二二輛，才是全台最高；新北人多，機車也多，新北市府並不會說，「勞工辛苦成果提供全台各項需要，汙染卻在新北」。中國時報頭條踢開柯文哲 民進黨自己人上場民進黨選對會昨確定，2018年台北市長人選將啟動徵召程序，自提人選，與台北市長柯文哲分道揚鑣。基層籲求總統府祕書長陳菊、行政院長賴清德等「強棒」納入評估人選，選對會共同召集人陳明文表示，「不排除」。中國時報重點新聞包括:前2胎每月2500 第3胎每月3500！0到4歲 育兒津貼大加碼政府砸錢拚生育，昨推出「少子化對策」，分為擴大育兒津貼 、托育服務，新手爸媽最有感的是加碼發放育兒津貼，未來家庭綜合所得稅率未達20％、未領取育嬰留職停薪津貼或接受公共或準公共化教保服務者，前2胎0～4歲幼兒每月補助新台幣2500元，第3胎加碼到3500元。強棒不強黑馬難尋民進黨陷兩難民進黨選對會16日確定年底台北市長人選採徵召自提人選，先前傳出意願不高的黑馬群，又被點名搬上檯面；據了解，選對會中有人認為，目前黨內表態者想在年底拿下北市，困難度高，而有實力者難尋，解決了一個柯文哲，又陷入找嘸強棒的窘境。8成勞工月薪沒5萬 勞長不知行政院宣布台灣實質薪資達5萬8931元，挨轟美化數字。勞動部長許銘春昨日在立院被問到有多少勞工薪資不到5萬時，竟稱不到5成，立即遭國民黨立委拿主計處資料打臉，強調全台有逾8成、近700萬受薪階級的薪資在5萬以下，其中3成1的月薪低於3萬，讓許銘春幾度詞窮，坦言台灣確實存在低薪狀況。驚!國人年吞逾9億顆止痛藥頭痛、經痛、肩頸痠痛，國人習慣一痛就吃止痛藥，衛福部食藥署指出，台灣人一年就要吞掉9億顆。一名55歲男子因頭痛欲裂，自行服用17顆乙醯胺酚類的止痛藥，服藥後仍未改善，索性喝酒想麻醉止痛，不料服藥飲酒後竟狂吐不止，緊急送急診洗胃後才保命。藥師提醒，吃止痛藥絕對不能喝酒和吃葡萄柚類。看了這則新聞的人，也看了……五月十七日財經焦點搶先看
212,Apple,陳芳明專欄：太廉價的台灣價值,2018,5,17,陳芳明／政治大學台灣文學研究所教授為了台北市長的選舉，民進黨遲遲提不出人選。蔡英文主席卻不斷質問現任市長柯文哲，什麼是台灣價值？如果台灣價值指的是，台灣主體或台灣獨立，或台灣人權，或公平與正義，這樣還好回答。柯文哲已經說出民進黨的口號：「清廉勤政愛鄉土」，這樣還不夠嗎？愛鄉土，就已經充分表達台灣主體性了，還要他說出什麼？隨著選舉壓力逐漸增加，民進黨似乎已經表露了前所未有的焦慮。自己無法推出恰當人選，反而一直在柯文哲身上尋找答案。4年前，民進黨在台北市推不出任何人選，只好採取民調方式，結果柯文哲終於勝出。4年又已經過去了，民進黨還是無法推出候選人。如果稍有自知之明，就應該檢討自己的弱點，更應該檢討整個黨是如何怠惰。現在我們卻看到，民進黨一直在檢討柯文哲。只因為他說了「兩岸一家親」，就變成罪不可赦，完全抹煞柯文哲擋住國民黨的功勞。4年來，民進黨在台北市從來不努力，如今卻反而搖身變成審判者。這種傲慢，絕對不符公平與正義的規格，更不符合民主進步的高貴稱號。4年，不是短暫的時間。如果到今天未有任何候選人出線，便意味著民進黨的懶惰與怯戰。民進黨當然知道，台北市的選民結構藍大於綠。如果是具有膽識的政黨，早就展開長期開拓的勇氣。只是期待在現成的市長身上量身訂造，一直期待柯文哲符合黨的要求，才決定支持他。這也是蔡英文及其黨員不斷施壓，要求柯文哲回答台灣價值的原因，而且也不斷指控他向中國傾斜。身為民主運動的龍頭，為什麼變得如此不堪？只要黨內逕行提名，就可以與柯文哲對決了。這才是公平的競爭，也才是正義的角逐。柯文哲只有一個人，民進黨則是從中央到地方完全執政，資源尤為豐厚。現在用「台灣價值」來檢驗柯文哲，這是一種變相的思想檢查，更是一種畸形的威權復辟。如果柯文哲出賣台灣的利益，就直接拿出證據。我們好不容易擺脫了戒嚴體制，現在卻使用一個定義不明的「台灣價值」，來嚴厲審判柯文哲。甚至製造各種謠言來污衊現任市長。他們完全忘記了，市長是由台北市民選出。現在製造各種罪名羞辱柯文哲，其實也就是在羞辱台北市民。柯文哲讓國民黨無法在台北執政，就已經是對民進黨的最大貢獻。或許柯文哲不該說「兩岸一家親」，難道民進黨可以容忍國民黨的「九二共識」嗎？以現在的形勢來看，民進黨不可能在台北勝選。民進黨這樣一路不斷追打，在某種程度上其實是在為國民黨鋪路，讓他們可以班師回朝。台灣價值是什麼？它不應該是一種審判工具，更不應該是在台灣社會內部製造敵人的武器。現在民進黨已經決定，直接提名台北市長候選人參選。現在也請民進黨的提名者，也告訴我們什麼是台灣價值？這正是民進黨的最佳時機，可以展現他們的台灣價值是什麼？只要求柯文哲表明立場，不免太自我矮化了，也太過於廉價了。
213,Apple,蘋中信：太廉價的台灣價值（陳芳明）,2018,5,17,為了台北市長選舉，民進黨遲遲提不出人選。蔡英文主席卻不斷質問現任市長柯文哲，什麼是台灣價值？如果台灣價值指的是，台灣主體或台灣獨立，或台灣人權，或公平與正義，這樣還好回答。柯文哲已說出民進黨的口號：「清廉勤政愛鄉土」，這樣還不夠嗎？愛鄉土，就已經充分表達台灣主體性了，還要他說出什麼？隨著選舉壓力逐漸增加，民進黨似乎已經表露了前所未有的焦慮。自己無法推出恰當人選，反而一直在柯文哲身上尋找答案。4年前，民進黨在台北市推不出任何人選，只好採取民調方式，結果柯文哲終於勝出。4年又已經過去了，民進黨還是無法推出候選人。如果稍有自知之明，就應該檢討自己的弱點，更應該檢討整個黨是如何怠惰。現在我們卻看到，民進黨一直在檢討柯文哲。只因為他說了「兩岸一家親」，就變成罪不可赦，完全抹煞柯文哲擋住國民黨的功勞。4年來，民進黨在台北市從來不努力，如今卻反而搖身變成審判者。這種傲慢，絕對不符公平與正義的規格，更不符合民主進步的高貴稱號。4年，不是短暫的時間。如果到今天未有任何候選人出線，便意味著民進黨的懶惰與怯戰。民進黨當然知道北市選民結構藍大於綠。如果是具有膽識的政黨，早就展開長期開拓的勇氣。只是期待在現成市長身上量身訂造，一直期待柯文哲符合黨的要求，才決定支持他。這也是蔡英文及其黨員不斷施壓，要求柯文哲回答台灣價值的原因，且也不斷指控他向中國傾斜。身為民主運動的龍頭，為什麼變得如此不堪？只要黨內逕行提名，就可與柯文哲對決了。這才是公平的競爭，也才是正義的角逐。柯文哲只有一個人，民進黨則是從中央到地方完全執政，資源尤為豐厚。現在用「台灣價值」來檢驗柯文哲，這是一種變相的思想檢查，更是一種畸形的威權復辟。如果柯文哲出賣台灣的利益，就直接拿出證據。我們好不容易擺脫了戒嚴體制，現在卻使用一個定義不明的「台灣價值」，來嚴厲審判柯文哲。甚至製造各種謠言來污衊現任市長。他們完全忘記了，市長是由台北市民選出。現在製造各種罪名羞辱柯文哲，其實也就是在羞辱台北市民。
214,Apple,璩美鳳亂攀親喊乾媽 樹菊嬤撇清,2018,5,17,【吳慧芬、劉人瑋╱綜合報導】台東愛心菜攤陳樹菊曾說「支持馬英九」，遭民進黨攻擊引發爭議。宣布參選高雄市長的中華統一促進黨前發言人璩美鳳，昨為「乾媽」陳樹菊抱屈，認為陳與台北市長柯文哲說「兩岸一家親」後被民進黨圍剿，是「一樣委屈」，呼籲民進黨放下仇恨，停止攻擊陳樹菊與柯文哲。
215,Apple,【民調】北巿長「三腳督」　6成網友力挺柯文哲,2018,5,16,民進黨今天正式宣佈，年底台北市長選戰，將啟動徵召程序，自提人選，年底選戰將呈現「三腳督」的三強鼎立態勢，包括現任市長柯文哲、民進黨人選，以及在國民黨市長初選勝出的前立委丁守中。《蘋果》即時新聞特別做了民調，「請問2018台北市長你要支持誰？」截至21點為止，共吸引10819位網友投票，其中近6成網友支持柯文哲，近12.2%網友支持民進黨，近27.1%網友支持丁守中。(政治中心/台北報導)?
216,Apple,?幫藍營站台嗎？柯P：國民黨叫我去我就去,2018,5,16,民進黨今天宣布，年底的台北市長選舉將自提人選，現任市長柯文哲今天說，他未來不會加入民進黨，以爭取綠營選民的支持，還表示關於幫議員選舉站台問題「國民黨叫我去我就去」。?根據《自由》報導，柯文哲是在今天下午到北市議會備詢時，針對民進黨籍市議員阮昭雄質詢提問時，作上述表示。?報導中說，阮昭雄問柯文哲，未來是否會幫藍營站台，柯文哲說：「國民黨叫我去我就去」，還表示自己綠營也有很多好朋友，「叫我去我也會去」。?另外阮昭雄也問柯文哲，是否未來會自組政黨，或組織「友柯大聯盟議員」戰隊，柯文哲說，目前還沒這計畫，「以後的事以後再說」。?根據《蘋果》報導，柯文哲在回應國民黨籍市議員鍾小平質詢時表示，自己本來就是白，不是藍，白的可以爭取藍的或綠的票。?（即時新聞中心／綜合
217,Apple,璩美鳳認乾媽被打臉　陳樹菊：我沒有乾女兒,2018,5,16,宣布參選高雄市長的中華統一促進黨前發言人璩美鳳，今發出為陳樹菊討公道的採訪通知，不滿陳樹菊因為曾說支持馬英九就被攻擊，她感嘆陳樹菊和台北市柯文哲一樣委屈，還稱已經認陳樹菊為乾媽。但陳樹菊澄清表示，「我沒有乾女兒」。據《中央社》報導，陳樹菊表示，璩美鳳昨突然到她家說要認她當乾媽，今天她要搭火車到高雄，對方又出現還地瓜要給她吃，但她拒絕，陳樹菊說：「我沒有乾女兒」。（即時新聞中心／綜合
218,Apple,是否擔心民進黨官員離職潮？柯Ｐ：不擔心,2018,5,16,民進黨選對會確定徵召自家人選投入台北市長選戰，與現任無黨籍市長柯文哲分手。國民黨籍市議員陳重文斷言柯市府團隊內剩餘4位民進黨籍官員會相繼離職，柯文哲今下午結束市議會備詢後被《蘋果》追問是否擔心民進黨籍官員都會離職，他表示「不會啦！」年底台北市長選戰將呈現「三足鼎立」態勢，是否仍有信心？柯文哲對此並未回應，僅笑著做出伸展筋骨的動作。對於過去3年多的施政，是否蠻有自信？柯表示，一開始比較亂，過了第三年就穩定了，現在市政推得蠻有順序的。由於柯今天在市議會備詢時稱會把自己的房子拿去抵押貸款2千萬元來打選戰，《蘋果》問柯2千萬是否足夠？他說，到目前為止還沒有花錢，但可能還要再加一點群眾募資；是否會向財團募款？柯僅說很不喜歡，「跟財團募款被講得這樣實在是很氣」。（張博亭／台北
219,Apple,【北巿選戰】綠營人士：空戰檢驗　柯文哲執政包袱勢必被凸顯,2018,5,16,民進黨在台北市終於決定自行提名，黨內指出，一旦未來各陣營主角就位，民進黨必須努力把民進黨的投票率催高，一旦「三強鼎立」的狀態被衝到極致，就不會是「兩強一弱」的局面，也不會有棄保問題。因此包括「空戰」、「陸戰」都要衝刺，組織戰的部分，要偕同議員里長集體作戰；而台北市是媒體關注重點，可以透過媒體宣傳戰就，檢驗柯文哲的市政成績，包括大巨蛋、敬老年金等問題，一旦柯文哲受到檢驗，執政包袱勢必就會被凸顯出來。?黨內人士也說，2006年台北市長選舉，當時紅杉軍運動正熾，國務機要費等問題被猛打，反民進黨情緒高漲，在那麼不被看好的情況下，當時的民進黨候選人謝長廷還能獲得4成選票，這次選舉，民進黨只要護住4成選票，贏的機率就會很高。（曾盈瑜／台北
220,Apple,綠柯確定分手　副手陳景峻：留不留還沒答案,2018,5,16,民進黨今天上午正式表態，今年年底市長選戰將不再禮讓現任台北市長柯文哲。消息一出，民進黨籍市府副秘書長李文英隨即請辭，剩下兩位民進黨籍官員副市長陳景峻以及民政局長藍世聰，後續動向受到關注。藍世聰下午在議會答詢時已表態會留在柯市府團隊；陳景峻晚間透過媒體群組發出聲明強調自己過去一直主張白綠合作，對於未來他目前沒有答案，全盤確定後再向大家說明。陳景峻聲明表示，「我一直認為白綠合作才是最大的勝算，也不斷朝這方向努力，這是我唯一的目標，只能說我盡最大的努力了，但結果不是我能預設的。至於未來，待全盤確定後我再向大家說明」。（陳思豪/台北
221,Apple,【北市選戰】呂秀蓮稱「6選6勝」　中常委：明明只贏5次,2018,5,16,民進黨選對會今決定與台北市長柯文哲分手，年底北市選戰自提人選。由於黨中央要採徵召，目前黨內表態的有前副總統呂秀蓮和綠委姚文智。呂秀蓮今表示，希望獲得全黨支持維持「6選6勝」的優良記錄，不止為民進黨打下一場美好聖戰，也為台北打造美好的未來。不過，今天民進黨中常會上，有常委打趣說，「呂秀蓮稱自己6戰全勝，但她明明只贏過5次，怎麼算的？」統呂秀蓮今發表「恢復政黨倫理‧民進黨勝選一大步」聲明。呂秀蓮說，對於選對會終於做成自提任選的決議，表示欣慰，這不只是她4年來一貫主張，也是台北市民的共同心願；希望獲得全黨支持維持「6選6勝」的優良記錄，不止為民進黨打下一場美好聖戰，也為台北打造美好的未來。不過，今天民進黨中常會結束後，與會者透露，會中有人開玩笑說，民進黨現在決定自提人選，所以呢？選對會召集人林錫耀笑笑的說，就按照徵詢程序，那名常委又笑說，不就是姚文智和呂秀蓮，所以台北市要提最強人選的意思是姚文智嗎？林則僅微笑未答，總統蔡英文也未做表示。今會中也有中常委打趣說，呂秀蓮稱自己6戰全勝，「呂秀蓮稱自己6戰全勝，但她明明只贏過5次，怎麼算的？」不具名綠委在黨中央決定徵召後，就一定要自提黨內人選，就算後來民調不高，也是要堅持到底。有綠委則表示，中南部有支持者打來痛罵不能禮讓柯文哲，但也有中間偏藍的選民和年輕人，質疑為何不禮讓柯文哲，指他們很欣賞柯，所以外溢效應是兩邊都有。（政治中心／台北
222,Apple,"【壹週刊】〈大固票〉北市3、4歲私幼生　柯Ｐ一學年補助27,320元",2018,5,16,民進黨和台北市長柯文哲分手，柯嚴陣以待，全力搶攻年輕父母選票。柯文哲今天至市議會報告追加預算案，今年9月開始，就讀私幼的3歲幼兒，將每學期補助13660元，一學年總共27320元，市府今年將追加預算1.32億元，明年則循正常預算處理。柯文哲說，這次補助資格，3歲和4歲是一樣的，從這個學年度開始，3、4歲的幼兒跟父母任一方或監護人共同設籍在台北市，其最近一年的綜合所得稅核定稅率未達20%，則每學期補助13660元，一學年總共27320元，估計大概有85%家戶受惠。至於2歲要不要補助？柯文哲說，他的態度是在還沒很確定的理論基礎前，先觀望一下，因為2歲要不要念幼兒園，就他所知，目前的教育學術方面也沒有定論，在還沒確定之前，施政還是採取分階段實施的原則，先把3歲及4歲視為幼兒園，予以補助。柯文哲強調，補助有排富規定，且補助的私立幼兒園需合法立案，未來也會慢慢會增加相關標準。革命分階段，第一次沒說要馬上給予非常嚴格的標準，但日後對這些領有市府補助的私立幼兒園會做要求，也比較有基礎。為了避免幼兒園學費上漲，柯文哲說，有各式各樣的凍漲措施，包括市府已發函幼兒園宣布凍漲政策，對幼兒園的收費，教育局會做把關，也會針對收費建立查核督導項目，並要求幼兒園的收費都要核備，園方要開立收據方便日後查核。（撰文：鄭宏斌）看更多相關新聞：●〈柯Ｐ被分手〉綠營將自提人選 姚文智：像從牛棚走出來●〈柯Ｐ被分手〉徵召人選 陳明文：不排除菊賴●〈柯Ｐ被分手〉想破徵召緊箍咒 除非柯加入民進黨《壹週刊APP》全新改版！完全免費！快點下載一起掌握新聞！>>IOS下載?https://goo.gl/G3jADF>>android下載?https://goo.gl/5fGOAI
223,Apple,【壹週刊】〈柯Ｐ被分手〉民進黨宣布徵召人選決戰北市,2018,5,16,民進黨選對會今天開會決議，針對台北市長選戰，將啟動徵召程序、開始評估人選。換句話說，即便民進黨選對會曾被《壹週刊》拍到密會柯Ｐ，民進黨都已決定年底將不再禮讓台北市長柯文哲，自提人選參戰，北市選舉將進入三足鼎立的局面。選對會今天中午開會，拍板決定台北市長提名政策。會後民進黨發言人鄭運鵬轉述，選對會近來針對黨籍基層進行座談。多數與會幹部認為民進黨應提出自己的市長候選人，讓中央與地方執政同步，貫徹黨對人民的改革承諾，實踐民進黨對首都的市政願景。鄭運鵬說，2014年民進黨在野時，選擇與無黨籍的柯文哲合作，以在野大聯盟的形式順利打敗國民黨，實現首都政黨輪替的艱難目標。如今，民進黨已在中央執政，並於國會過半。在改革進入最關鍵的時刻，民進黨應承擔更大的責任。未來的市長應當充分理解民進黨目標，體現民進黨價值，並與中央執政一致，共同推動政策，實踐改革理想。鄭運鵬指出，基於上述評估，針對台北市長候選人徵召事宜，選對會將向主席提出建議，依「民主進步黨2018直轄市長暨縣市長提名特別條例」之規定，啟動徵召的程序，開始評估人選。（撰文：鄭宏斌）看更多相關新聞：●〈柯Ｐ被分手〉綠營將自提人選 姚文智：像從牛棚走出來●〈柯Ｐ被分手〉徵召人選 陳明文：不排除菊賴●〈柯Ｐ被分手〉想破徵召緊箍咒 除非柯加入民進黨《壹週刊APP》全新改版！完全免費！快點下載一起掌握新聞！>>IOS下載?https://goo.gl/G3jADF>>android下載?https://goo.gl/5fGOAI
224,Apple,【北巿選戰】民進黨與柯Ｐ分手了　這些人的回應是....,2018,5,16,民進黨選對會今決定在台北巿長選舉自提人選，正式與柯文哲分道揚鑣，為台北巿選情投下變數。目前國民黨在台北巿已提名前立丁守中，民進黨有綠委姚文智、前副總統呂秀蓮爭取提名，另外前台南縣縣長蘇煥智已宣布脫黨參選，網紅、台灣大學政治系兼任教授「錕P」李錫錕也宣布參選多時。?對於民進黨與柯文哲分手，《蘋果》整理相關人士及政壇分析，帶你一手掌握最新選情。（政治中心／台北
