"","time","post","share","like","love","haha","sad","wow","angry"
"43","2018-04-22T03:05:52+0000","嗡嗡嗡，大家齊做工。

#中埔山手作步道
#世界地球日
#一起來修理地球",140,10039,457,175,3,32,32
"44","2018-04-21T12:06:44+0000","【為什麼我們要推動一生一平板？】
　
這裡是社子島的富安國小，以前和市中心的小學相比資源較少，但現在，他們成為全臺北市第一所三年級以上的小朋友都有平板電腦的小學。
　
這就是我們的「一生一平板」計畫：給所有的孩子們一人一臺行動載具，透過校園E化後的免費光纖網路，把國小、國中、高中所有的課程拍成影片放在網路上免費觀看。
　
教育是社會階層流動的動力，我們藉著網路人權的建立，確保人人有平等學習的權力。這不只是花錢建立網路、硬體、軟體而已，背後的大戰略是希望透過政府的力量，為貧窮家庭的孩子留下最後的翻身機會。
　
經過一年多的努力，目前已經有80所學校、超過2萬5千名學生有平板載具可以上網。未來兩年，全臺北兩百多所學校會有免費網路、20萬5千多名學生都要有行動載具，完成校園E化的目標。
　
不管是雙語教學，還是校園E化，我們都會從弱勢的地區優先做起，這是臺北市政府的重要政策，希望三年以內，教育平權的目標可以實現。
　
#市政問答題
#一生一平板
#校園E化
#進步價值光榮城市
臺北市教育局",244,9102,228,9,4,60,8
"45","2018-04-19T22:53:07+0000","大家早，自己的政策自己宣傳，禮拜五綠色運輸日又到了，一起拿著1280元吃到飽定期票搭大眾運輸去上班。

#1280元吃到飽定期票
#捷運車廂內免費上網
#週五綠色運輸日",1004,45649,1755,1020,17,75,43
"46","2018-04-19T11:28:49+0000","去年，臺北市車禍死亡人數是20年來最低。

這其中，鄰里交通改善計畫有貢獻，我們編列了4年20億元，幫助這些願意加入改善計畫的里重新規畫，除了在路上劃綠色人行通道之外，還包括汽機車停車格的重新配置、人孔下地、天空纜線下地等等，需要路面整修的也會一併處理。

到去年底，我們總共完成了781條巷弄道路更新。這些有實施鄰里交通改善計畫的地區，車禍受傷人數就少了47%，除了改善交通秩序，這是額外的好處。

為了減少道路挖挖補補，增加通行安全，我們也成立道路管線暨資訊中心，把所有管線單位整合統一管理，並且建立管線圖資。

根據統計，道管中心受理了7795件挖掘申請，我們把它整合縮減成2591件，等於每3件併成1件統一來挖。成立第3年和第1年同期相比，道路挖補就少了28%，我們還會繼續精進。

內政部營建署舉辦的「市區道路人行環境無障礙考評」，臺北市連續5年獲得第一名，這就是對我們在道路管理上的一種肯定。我們也舉辦示範觀摩會，把臺北市這幾年的心得跟其他縣市分享，希望可以提高全臺灣的道路品質。

#鄰里交通改善計畫
#道管中心
#進步價值光榮城市",513,25352,680,136,4,73,8
"47","2018-04-18T11:22:25+0000","即使不是醫師當市長，食安也會是重要的工作項目，但重點不是一堆打高空的政見，而是實際可執行的政策。

我上任之後，就邀集各路專家組成食品安全委員會，制定臺北市食安自治條例，至今已經推出26項政策，例如不安全的食品24小時內要通報、48小時內要下架，外燴報備事先稽查，上網公開餐廳稽察結果等等，發揮完善的食安監督功能。此外，我們也和臺北地檢署及士林地檢署合作成立聯合查緝平臺，打擊黑心食品。

過去爆發食安風波，常常出現各個局處分工不合作的問題，導致食安稽查慢半拍，我們也在去年成立了府層級的「食安官」，直接督導衛生局、環保局、教育局與市場處與食安有關的部門，進行跨局處整合與協調，比起過去更有效率。

三年多下來，食安從最初的紮根，到現在已經進入收穫期，有衛生局黃世傑局長的強力督軍，食安政策執行上不會有問題，在臺北吃東西，大家可以儘管放心！

#食品安全
#進步價值光榮城市

---
餐飲業者稽查結果，上網馬上可以查
https://imap.health.gov.tw/",227,13166,286,44,1,26,8
"48","2018-04-17T13:01:49+0000","臺北市刑大與刑事警察局、其他縣市警方、檢調的通力合作下，昨天抓到了目前為止最大的安非他命製造工廠。今天我特別帶加菜金到市刑大，感謝同仁們的辛苦破案。

這次查到的成品有250公斤，半成品7千公斤，全部製成毒品的話，會有超過3千公斤流入市面，這還得了，所以謝謝警方查緝成功，讓這些不法份子無所遁形。

我認為要把吸毒者當病人來處理，包括從預防到矯正戒毒，這樣會比較有效；但對於製毒販毒者還是要當犯人嚴懲，決不寬貸。

目前我們在北市府設有毒品危害防制中心，整合市府各局處防毒業務，刑警大隊也有專門的毒品查緝中心，北檢還有毒品查緝的專門小組，三個專責單位會形成「鐵三角」，共同合作打擊毒品犯罪。",170,14150,220,19,4,274,14
"49","2018-04-16T13:47:55+0000","結婚後，印章、存摺都交給太太保管，所以我們家的財務都是我太太在管理的。當市長之後，依法必須申報財產，我也交代太太要詳細申報。

一直到現在，我仍然沒有成立基金會，也過著超級簡單的生活。2014年收到的選舉補助款償還選舉的欠款之後，剩下的捐給各種社福公益團體，也捐光了。

當了市長之後，除了避嫌，事實上也沒有多餘的錢做新的投資。所有的收入，都來自薪資和基金贖回所得。既然大家都特別關注我，備註欄（紅框處）也特別寫清楚一些，方便大家檢視。

（圖片節錄自監察院第130期廉政專刊第204頁處）

---
監察院第130期廉政專刊全文連結
（本人申報資料於第200頁處）
http://pse.ee/5RZ5B",1511,55738,1569,730,27,209,13
"50","2018-04-15T07:38:12+0000","以前蓋公園，有樹有草，再加上塑膠製的罐頭式遊具就行了。現在不行，新蓋的公園我都要求要美觀，要有設計，要有環保思維。

新落成的內湖「大港墘公園」就是一個例子，我們引進「海綿城市」的透水鋪面，在大草原底下設置蓄水系統，可回收雨水再利用，也可蒸發降溫減少熱島效應。

我們也在這裡實踐「田園城市」，在公園一角種滿香藥草植物，一年四季都有不同的香氣的藥草可以聞。最重要的，這裡也蓋了一座精心設計的共融式遊戲場，而不是過去常見的罐頭式遊具。

我們接受「設計是要花錢」的觀念，雖然公園的單價有提高，但要求公園要蓋得漂漂亮亮，要有設計感。我們願意用公家的建設支出，帶動臺灣設計產業發展。

佔地2.5公頃的大港墘公園去年8月開工，半年就完工了，這些花草如果再經過半年的養護，整個公園會更漂亮。不只提高內湖地區的生活品質和環境品質，也會成為內科上班族休閒的好去處。

#大港墘公園
#內科二點零計畫
#進步價值光榮城市",852,16851,517,26,3,128,3
"51","2018-04-13T12:39:00+0000","市議會開議了，每一次的施政報告前我們都再三彩排，就是希望大家可以從這份簡報中，感受到市府同仁們的努力和改變這座城市的決心。

去年到今年這段期間，我們做了這些努力：

<U+2714><U+FE0E>完成8橫8縱，16條幹線公車路網
<U+2714><U+FE0E>推出30天1280元吃到飽的公共運輸定期票
<U+2714><U+FE0E>敬老卡擴大使用於捷運、YouBike、雙層觀光巴士
<U+2714><U+FE0E>老人可免費接種肺炎鏈球菌疫苗
<U+2714><U+FE0E>延宕30年的斯文里三期整宅公辦都更案開工（5月）
<U+2714><U+FE0E>延宕20年的第一果菜及漁市場改建案開工 
<U+2714><U+FE0E>延宕10年的廣慈博愛園區開發案開工
<U+2714><U+FE0E>內科之心產業支援設施BOT案開工
<U+2714><U+FE0E>改造中山雙連線型公園、中山地下書街重新開幕
<U+2714><U+FE0E>完成4處創新產業聚落
<U+2714><U+FE0E>完成花博公園等27座共融式遊戲場
<U+2714><U+FE0E>開辦2所雙語小學、2所實驗教育學校
<U+2714><U+FE0E>包租代管、分級租金補貼等多元住宅政策正式上線
<U+2714><U+FE0E>4年內減債超過520億元，總債務降到低於千億元

完成的事情其實不只這些，但篇幅有限，無法全部列舉。

我常說，要保持進取的精神，戰略上永遠向前跨一步。如果沒有公務員不斷追求進步，就無法實現光榮城市的目標，所以謝謝你們，也感謝每一位市民朋友給我們的鞭策，讓市政更加周全。

讓我們繼續努力、加油。

#進步價值光榮城市",1884,22320,803,38,7,149,19
"52","2018-04-12T10:46:46+0000","【讓北車不再是地下迷宮】

臺北車站在幾十年前改建時缺乏整體規劃，後來又連結了北捷、機捷、轉運站跟地下街，最後變成「地下迷宮」，複雜的動線不只是外地人困擾，臺北人也不一定清楚。

我們嘗試用新科技來解決這個地下迷宮的問題，經過幾個月的開發，我們和亞旭電腦合作推出了「台北車站通」App，最近在iOS和Android系統全面上線。

下載之後，你可以在站內定位、導航到車站範圍內的任何地點，到了樓梯口還會貼心提醒你要上下樓。此外，在北車內找車位、找餐廳、找商店、找廁所、找逃生出口，要找哪個地方，都可以使用這個App。

我常說，政府的力量有限，民間的力量無窮，過去這種App如果是政府自己設計自己做，通常結局很慘，所以我們改變策略，讓業界提案，由政府「購買」服務，比較符合市場需求，人民也比較有感，這次的車站智慧化App就是一個例子。

智慧城市不是喊喊口號而已，臺北車站每天有50幾萬人進出，透過這個App，每個人進出更方便，整個城市也會更有效率。

#智慧城市
#台北車站通App
#進步價值光榮城市

---
現在就下載「台北車站通」App，讓北車不再是迷宮
iOS：http://pse.ee/5QT2J
Android：http://pse.ee/5QSZA",2752,35421,1047,132,6,595,16
"53","2018-04-11T04:26:42+0000","今天的便當會，一樣粗菜便飯跟教育局曾燦金局長一起聊市政，但多了吳鳳 Rifat來踢館。

我準備好了，十二點半準時開飯。

#柯Ｐ便當會
#吳鳳來踢館
#雙語教育
#國際化教育
臺北市教育局",256,9569,481,421,4,33,18
"54","2018-04-10T05:09:12+0000","當市長第一年時，我開玩笑說，我一年就把別人二十年可以犯的錯誤都犯完了。
　
雖然有點誇大，但嚴肅來說，很多問題還是需要被修正改進，所以我把在醫學上的RCA（root cause analysis, 根本原因分析）制度引進政治，出現問題時，不先針對個人咎責，而是分析是哪些原因導致這些問題發生，如何解決，以及避免以後再發生。
　
臺北市政府一直是媒體用電子顯微鏡關注的地方，其他縣市政府面對負面新聞，可能會想辦法處理掉新聞，但我們成立了解碼小組（decoding system），分析每一則負面新聞的前因後果，找出根本解決方法，再追蹤列管相關單位。要解決問題，而不是解決新聞。
　
幾年下來，市政漏洞越來越少，雖然偶爾還是會犯錯，但我們出錯不是先懲罰任何一個人，而是鼓勵大家修正改進。臺北市政府會建立一個允許失敗的環境，而不是搞得公務員不敢犯錯，最後乾脆不做不錯。
　
反省改進是一種文化，堅信這個理念，然後相信自己相信的東西，不管外界怎麼攻擊、怎麼抹黑抹紅，都不會動搖心志。
　
這正是我說的：「面對挫折打擊不是最困難的，最困難的是面對各種挫折打擊，沒有失去對人世間的熱情。」
　
#解碼小組
#進步價值光榮城市",3373,70266,2239,456,15,111,25
"55","2018-04-09T11:26:35+0000","重振技職教育是我們努力的重要目標。

以前，線上學習的臺北酷課雲系統只有一般傳統的學科，現在，我們把高職的美容美髮、汽車修護、生活家電、園藝等科目也拍成線上課程，同學們上網就可以接觸技職教育，這也代表我們對技職教育的重視。

我認為技職教育應該要比照日本的達人文化，把一件事情很專注的做到最好。就像葉克膜只是醫學上一個小領域，但當我們可以做到全世界最頂尖的時候，就是一項成就。

這就是a的n次方理念，只要a大於1，a的n次方就會無限大。只要每位職人都在自己的專業領域上盡力做到最好，合起來就能讓國家更強大。

#職人十堂
#臺北酷課雲
#進步價值光榮城市
臺北市教育局",143,7911,180,13,0,22,5
"56","2018-04-09T02:10:41+0000","要給年輕人機會，所以頭髮留這麼長，乾脆就讓他們剪一剪。

#職人十堂技職教育系列活動
臺北市教育局
稻江護家",215,12091,471,1497,4,99,20
"57","2018-04-08T12:09:48+0000","「社團，就是燃燒青春的地方。」

昨天，我用一個阿北的身份參加 2018 HUG Season 全國大學嘉年華，看看大學生都在社團玩些什麼。繞了一圈之後，我發現不管是街舞、魔術、桌遊、電競、滑板，只要放手讓他們去做，這些年輕人都有無限的創意，把這些東西玩得很頂尖。

就我的經驗，學校教的知識可能幾年後就沒用了，因為知識會隨著時代不斷演進，可是這些不在正規課程中獲得的人生經驗和人際關係，尤其是學校社團，反而一輩子受用。

作為市長，我很願意支持年輕人在他們的專業領域上發光發熱，也會盡量給他們機會發揮創意，不管是世大運還是臺北燈節，甚至是每年的捷運盃街舞大賽，都是年輕力量的展現。要讓新生代帶領我們，看見更多新的視野與想像。

HUG Season",300,13483,332,134,1,9,9
"58","2018-04-07T10:09:36+0000","老濟安青草藥舖是艋舺的老店，兩年前我第一次來訪，燈光蒼白單調，靠在斑駁的牆壁是生銹的鐵架，擺滿裝草藥的鐵桶，靠著一些老顧客在維持生意。

青草茶是臺灣的生活文化，也是艋舺的特色產業，但沒有好的包裝行銷，再好的東西也只能萎縮在社會的角落，所以我要求商業處將老濟安納入老店改造計畫。

去年十月，老濟安重新開張，以吧臺設計拉近和顧客的距離，暖色調的燈光取代了過去冰冷的日光燈，青草也不再裝在塑膠袋秤斤賣，而是有商標的包裝盒，有方便泡用的茶包。在商業處的輔導之下，第三代接班人用新的創意，讓這家老店重生。

這幾年去國外參訪，看到了很多當地特色產業的呈現方式，回到國內，我們也要藉由重新裝潢、包裝、行銷，讓傳統和現代對話，尋找彼此契合的模式，來延續在地產業的生命力。

目前，萬華一帶已經有32家老店投入改造計畫，我們會繼續努力，為臺北市的觀光加值，也讓臺北成為一個優雅的城市。

#老店改造計畫
#城市博物館
#進步價值光榮城市",290,12811,294,18,0,101,9
"59","2018-04-06T08:38:03+0000","【長輩來共餐，食安掛保證】

再過3年，臺北市大於65歲以上的人口就會超過20%，高齡化加上少子化，照護人力會越來越吃緊。這就是為什麼我們要推動「老人共餐」，用老人照顧老人的方式解決問題。

老人共餐不只是吃飯而已，我們還找來體育局教大家健康操；找來衛生局接種肺炎鏈球菌疫苗、衛教、癌症篩檢；找來資訊局做了一臺「數位希望號」胖卡，教長輩如何傳Line用FB。

我們把市府各局處資源整合，除了吃飯以外，還有運動、唱歌、才藝、3C教學、接種疫苗等等附加活動，讓老人更有誘因走出家門。相互扶持，才能活得更健康、更快樂。

老人共餐的食材與衛生，也是我們關切的重點。目前的共餐據點，自設廚房佔4成，自助餐、便當或中央廚房供應佔6成。我們有專家學者組成的團隊，實地進行衛生輔導，最後再經過衛生局抽查監督，兩階段的把關，就是要確保食安。

世大運期間，衛生局黃世傑局長把關食品安全，讓1萬2千個選手隊職員都健健康康的完成比賽，相信有世大運的經驗，老人共餐據點也可以做得到。

我們要向長輩們保證，「共餐據點比在外面吃得更健康、更安全！」

#老人共餐
#食品安全
#進步價值光榮城市

---
點這裡，可以找到離家最近的共餐據點
https://tinyurl.com/y7ydbeun",391,10464,304,17,3,51,15
"60","2018-04-05T08:29:03+0000","清明連假天氣好，臺北市最近多了很多新鮮的地方，值得大家出來逛一逛，重點是，搭公車捷運都很方便。

點開照片，我來帶大家一起導覽，歡迎大家相揪一起出門走走。",199,16532,198,93,1,13,15
"61","2018-04-04T03:20:03+0000","今天是兒童節，小朋友最大，所以大人要想辦法給他們快樂的一天。

臺北市政府在這個月推出了33項社教場館跟藝文活動優惠，連假期間，小朋友可以免費進入兒童新樂園，貓空纜車也可以不限次數免費搭乘，家長沒有藉口不帶小朋友出去玩。

放下你（我）的手機，今天讓小孩子帶著大人們一起出門走走吧！

#2018臺北兒童月

-
哪些場館跟活動有優惠？
http://pse.ee/5NFJ9",137,11802,234,330,2,18,9
"62","2018-04-03T13:08:26+0000","我常開玩笑說，以前只要走進政府，五分鐘後你的熱情就耗光了，因為過去的公務體系常把簡單的事弄得很複雜，讓政府對人民最大的幫助，只剩下「不要去干擾他們」。

人民繳稅給政府，是希望政府來服務人民，而不是過度管理搞到大家沒辦法做事。

因此，讓每個有意願投資臺北的企業，從申請到開幕，都能保有他們的熱情，就是臺北市政府努力的目標。

我們推出One Stop Shop（一站式服務）的「臺北市投資服務辦公室」，不管是本土產業或是國際品牌，只要想來臺北投資開店，來到這裡申請，後續的建管、消防、執照等等，通通有人負責到好，不必讓申請者疲於奔命到處辦事。

臺北是通往亞洲市場的最佳通道，跟其他城市相比，是一個相對友善、安全、穩定的經商環境，「政府應該要從一個管理的團隊，轉型為服務團隊」，我們會在法律允許的範圍內盡量協助企業，為臺北創造更多投資的機會。

Invest.Taipei
#招商一站式服務
#進步價值光榮城市

---
ITO臺北投資入口網
http://invest.taipei/",666,25392,552,58,2,258,18
"63","2018-04-02T11:18:57+0000","我現在每天都搭公車上班，只要出門前先查一下愛臺北App，都可以準時七點半上工。

不過，雖然有App可以輔助，但大家對於公車還是有班次不穩定、轉乘不方便的刻板印象，所以去年我們建置了5條「類捷運」幹線公車，提供了捷運化的穩定班距（尖峰時刻每4到6分鐘一班），還有一致的標示識別，並享有跟捷運一樣的轉乘優惠。

這5條幹線公車運量一直在增加，從今天（4/2）開始，我們再把11條公車路線也轉型為幹線公車，這些公車的既有路線不變，但班次比以前更密集，車上還配備了動態轉乘資訊面板，不用怕坐過站或是找不到轉乘點。

16條幹線公車全面營運後，搭配1280元吃到飽的公共運輸月票（All Pass Ticket），我們會開始逐步調整公車路線，發展出更完整、更有效率的短程接駁公車路網。

「八橫八縱」幹線公車，今天起正式上線！

#幹線公車
#公車路網調整
#進步價值光榮城市

---
哪些路線今天（4/2）起變成更方便的幹線公車？
http://draw.re/5MXKU

幹線公車懶人包
http://draw.re/5MXL8

下載我推薦的「愛臺北」App
http://draw.re/5MXMT",345,19740,413,108,3,83,18
"64","2018-04-01T02:08:50+0000","#0401",1245,87000,1667,15034,17,367,43
"65","2018-03-31T10:30:00+0000","臺北市有活火山，火山爆發是有可能的。

所以除了常見的颱風、強降雨、地震、意外事故，今年我們第一次把大屯火山爆發的災害列入演練項目。先前我們已經做了幾次兵棋推演，今天則是跨軍種、跨縣市來做實兵演練。

火山不像我們想像的說爆發就爆發，而是有地震、熔岩等等先期跡象，我們已經委託學術單位研究火山爆發的預警機制，所以今天演練的重點就聚焦在災害發生前，視跡象進程來做不同程度的準備。

但事實上，火山爆發後的災害還有很多，比方說火山灰有可能讓松山機場停飛，因此未來我們還會擴大演練範圍，一步步把火山防災的SOP建立起來。

不管是颱風、地震，還是今年新增的火山爆發，我們先兵棋演習，再做實兵演練，再從實兵演習中發現新的問題，透過滾動式修正，讓我們的SOP更加完備。

準備好面對各種災害，才能把可能的傷亡降到最低，讓臺北市真正成為宜居永續的城市。

#火山災害防救演習
#進步價值光榮城市",173,12891,205,29,2,128,12
"66","2018-03-31T05:10:14+0000","要改變一個國家的性格，教育是最快的方法，而教育不應該只是知識的體驗，更應該是生活經驗的傳授。

我們推行的「小田園教育」，不是教學生如何種菜而已，也包括訓練團隊合作、體驗生命教育、了解食農教育，甚至處理廚餘的環保議題、田園美學等等。

以前的人說「沒吃過豬肉，也看過豬走路」，現在大家都在水泥叢林中成長，看過豬走路的反而比較少。我記得念臺大醫學系時，有同學跟我出遊途中，問我「為什麼那些草種得這麼整齊」，我看了回答他「那些是水稻田」，這代表過去的臺灣教育是和生活經驗脫節的，這不是我們想要的教育。

我們要用田園教育，讓人類重新跟大自然連結，對食物的認識不再只是包裝過後的商品。我們期望以後的社會是什麼樣子，現在就要導入什麼樣的教育。

#田園城市
#小田園教育計畫
#進步價值光榮城市

---
田園城市網路平臺
http://farmcity.taipei/

攝影／潘俊霖",289,14514,340,115,1,18,16
"67","2018-03-30T05:30:49+0000","不管藍綠統獨及各種社運，臺灣必須成為一個法治的國家。",379,28870,543,157,20,78,747
"68","2018-03-29T11:34:41+0000","未來30年，臺灣不可能有三級貧戶當上總統，因為貧富在目前的社會已經世襲。如果一個小朋友沒有網路、手機、電腦，他根本沒有機會和人競爭，這個局面必須打破。

我常說，即使在資本主義的社會裡，有兩項東西要社會主義，一個是醫療，另一個就是教育。臺灣現在已經有健保，醫療平權差不多達到了，但教育平權要努力的空間就很大。

這就是為什麼要推動教育E化，3年內，我們要讓臺北市所有國小、國中、高中全面建立免費網路、E化教室，每一個學生有平板或其它移動載具 （mobile device）。我們已經把每一科的課程都拍成影片上網（臺北酷課雲），還要繼續精進。將來，每一位孩子只要願意學習，都有載具可以連接網路，透過「酷課雲」自我學習。

未來的世界，知識都在網路上，但如果一個小朋友沒有網路、電腦跟手機，學校又不給他這些東西，他要如何與其他人競爭？所以透過網路建立教育平權，是我們很重要的政策。

教育E化計畫，就是要給貧苦的孩子們留下一個翻身的機會。

#教育E化
#進步價值光榮城市
臺北市教育局",820,21844,549,44,33,152,28
"69","2018-03-28T04:40:34+0000","今天找來北市府兩位「老文青」：文化局鍾永豐局長、小野老師，一起吃午餐，撒花生，聊城南！

#柯Ｐ便當會
#北市府老文青來了
#聽說便當也很文青
TMS 臺北市影視音實驗教育機構",169,7775,506,468,6,33,28
"70","2018-03-27T09:20:22+0000","看到這支影片，就想到以前在台大當醫師時，整天都在醫院工作，回到家時小孩子早就睡了，陪伴小孩的工作都交給岳父母。

不過，小孩的成長只有一次，所以如果可以的話，還是盡量抽空陪陪孩子，4月是小朋友的專屬月份，臺北市教育局推出了「兒童月」系列活動，不只有好玩的闖關與園遊會活動，可以帶著小孩從玩樂中學習，還有很多博物館、場館可以免費入場。

4月，讓孩子帶著我們一起出去玩吧。

---
「2018臺北兒童月」系列活動
https://goo.gl/e3kW2r",1136,17871,720,42,324,22,13
"71","2018-03-27T02:00:06+0000","今天是今年度最後一次行動市政會議，我們來到熱鬧的中山區開會，全新的「心中山」中山雙連帶狀公園、圓山自然景觀公園，以及北美館第二期計畫，我們都會在直播中跟大家報告。

#直播搶答還有禮物可拿
#行動市政會議",89,3695,175,35,2,14,15
"72","2018-03-25T10:54:53+0000","#小常識

很多人不知道臺北的「城南」在哪裡，我來告訴大家。

大稻埕和艋舺是台北發展最早的兩個地方，在它們中間蓋了一個臺北城。簡單來說，所謂的城南就是「南門以南」的地方，現在的南海路、汀州路，古亭、公館一帶，都算是「城南」。

這裡有老臺北人約會最愛去的植物園跟歷史博物館，古色古香的菸酒公賣局和紀州庵，文青愛逛的牯嶺街小劇場與舊書店，好吃的金峰滷肉飯跟建中黑糖冰，喔對了，還有陳佩琪常常去買菜的南門市場。

這裡有文學、藝術、古蹟，還有美食，非常值得大家在春暖花開的時候，花一整天的時間在這裡閒晃，享受城南的人文風景，所以我們跟中華文化總會合作，推出「城南有意思」系列活動，用各式各樣的活動，帶大家重新認識這一座沒有圍牆的「城南博物館」。

現在來城南，白天有杜鵑花可以看、晚上有寶藏巖光節可以逛，還有文總的「城南有意思」，趁最近天氣好，快點一起過來城南賞花賞景曬太陽！

#城南有意思
#2018臺北杜鵑花季
#2018寶藏巖光節

（影片顯圖攝於牯嶺街舊書局）

---
城南有意思
https://goo.gl/66TjZc

2018臺北杜鵑花季
http://2018.azalea.taipei/

2018寶藏巖光節
https://goo.gl/4tFfqU",383,10117,239,84,0,22,12
"73","2018-03-25T01:58:10+0000","今天來臺中，天氣不錯，謝謝林佳龍市長帶我來逛逛全新的綠川。",155,10255,342,149,6,40,30
"74","2018-03-24T12:27:25+0000","要讓臺北成為一個優雅的城市，我們規劃了「臺北花系列」，不是連續劇的花系列啦，而是每一個季節，在臺北都有不同的花可以觀賞，讓幸福的感覺可以持續。

從每一年的年底開始，有士林官邸的菊花展、內湖樂活公園的夜櫻祭、陽明山的茶花展、士林官邸鬱金香花展。3月起則是重頭戲：陽明山花季、城南杜鵑花季，竹子湖海芋季接力登場，是整個「花系列」的高潮。

大家到東京會去看櫻花、到阿姆斯特丹會去看鬱金香，而每年3月盛開的紅白相間杜鵑花，不只是臺大的校花，也是臺北的市花，所以我們花了很多心思，把城南地區的大小活動跟杜鵑花結合，大家可以一邊賞花，還可以一邊聽歌、野餐。

我們現在辦活動，都要在地化、國際化、產業化，要結合在地特色，做到國際水準，還要帶動周邊的產業，活動結束後，還會檢討周邊的商家有沒有賺到錢，人流就是金流，用活動促進經濟發展。

總之，這個週末看起來天氣很好，大家一起搭捷運、騎YouBike，到臺北市的每個角落，尋找美麗的杜鵑花，順便買東西刺激消費！

#2018臺北杜鵑花季
#臺北花系列
#進步價值光榮城市

---
哪邊可以賞花？
http://2018.azalea.taipei/flower.php

看更多杜鵑花季活動
http://2018.azalea.taipei/action_list.php",132,6774,157,54,0,11,11
"75","2018-03-24T05:18:46+0000","研考會的民調顯示，環保一直是臺北市民最滿意的施政項目，滿意度高達8成。

其實環保不只是把市容弄得乾淨就好，還包括降低空污、垃圾減量，節能減碳等等，我們要讓環保的觀念深植人心，讓臺北成為一座宜居永續的城市。

例如這兩年開始試辦「禁用一次性及美耐皿餐具」，我們由內而外、由公而私來推動，從公家機關和學校先做起，雖然一開始抱怨很多，但試辦一年後，垃圾明顯少了一大半，現在民間企業紛紛響應，連夜市、大學都要跟著推動，效果非常好。

除了垃圾減量、減塑之外，愛地球還有很多種方式，今天晚上八點半到九點半，大家可以來響應「地球一小時」的活動，跟著全世界一起關燈一小時，做環保之餘還可以在黑暗的環境下好好思考人生，不想思考的也可以趁機出門走走或補眠。

總之，歡迎大家一起做一件支持環保的事情！

#宜居永續臺北城
#2018地球一小時
　　
---
看更多活動內容
https://goo.gl/BXBz79",150,6794,175,9,0,23,12
"76","2018-03-22T09:00:00+0000","我們有一個政策：要在最短的時間內讓銅板、紙鈔從臺北消失。這代表我們發展電子商務的決心，悠遊卡連結金融帳戶、提供自動加值，是我們重要的一大步。

以前只有悠遊聯名信用卡可以自動加值，一般的悠遊卡還得拿著現金到機台儲值。從現在開始，一般的悠遊卡只要記名，接著到銀行申辦，就能與銀行帳戶連結，消費餘額不足的時候，就可以自動加值完成交易。

悠遊卡是全臺灣第一家可以綁定金融帳戶的電子票證，服務開通之後，家長可以幫小朋友綁定帳戶，子女也可以幫長輩綁定他們的敬老卡，而且帳戶有錢才能自動加值，不用怕刷太多變卡奴。

另外，為了對抗空氣污染，現在用悠遊卡在全台灣搭乘大眾運輸，每搭5次就送1點UUPON紅利點數，「週五綠運輸日」則是每搭1次就送1點。搭越多，UUPON點數就越多，還可以拿這些點數換儲值金，到超商、賣場兌換商品。

悠遊卡的一小步，台灣的一大步。

#智慧金融
#悠遊卡連結金融帳戶
#進步價值光榮城市

---
如何將一般悠遊卡綁定金融帳戶？
https://goo.gl/ALSKZ7

教你如何用UUPON點數換現金
https://youtu.be/sgjMBOZom-s",525,19185,408,34,8,288,32
"77","2018-03-21T11:25:13+0000","賴清德院長巡迴下鄉，今天來到最後一站臺北市。

對北市府而言，這幾年省吃儉用、吃苦耐勞，錢的問題還好，自己可以處理的問題也不用麻煩中央。但法規面的整合，尤其是跨部會的協調，還是需要中央的協助。

比方說長照2.0，臺北市資源多，願意先行試辦，但常常受限於法規而被卡到，因為法律有一體適用的原則，既然是先行試辦，遇到舊有法律就覺得格格不入。另外，還有一些需要跨部會協調的問題，常常就是這些小障礙，累積起來讓整個政府卡卡的。所以這次藉著中央和地方交流的機會，把問題拿出來共同討論。

賴院長過去是醫師，也當過縣市首長，務實是我們兩個的共通點，謝謝今天有這個機會可以一起面對問題、解決問題，讓政治落實在人民生活的每一天。",98,12568,231,27,8,59,18
"78","2018-03-20T10:17:10+0000","YouBike即將突破一億人次使用。

它不但是臺北市的驕傲，更是臺灣共享經濟的成功範例。到現在已經上路9年了，仍然好騎而且不生銹，代表台灣自行車工藝技術的水準相當高。

感謝郝龍斌市長當年推動這項政策，更在市府同仁持續的努力之下，去年底我們完成了400站、1萬3千臺的目標，建立一個完整的YouBike系統。

現在我們把YouBike當作公共運輸的一部分，除了使用All Pass Ticket有前半小時免費之外，下個月開始（4月1日起），轉乘優惠也將正式上路，只要搭捷運跟公車一小時內使用YouBike，就可以享有前30分鐘免費。騎YouBike後一小時內轉搭公車捷運，票價也可以省5元。

除此之外，敬老卡每個月480元的點數，下個月開始也可以用來使用YouBike，鼓勵長輩走出戶外，讓他們更健康、更快樂。

首都生活圈的公共運輸，捷運和幹線公車是最底層，第二層是公車路網，最上層則是YouBike跟步行，我們希望建構一個完整的公共運輸系統，來有效改善臺北的交通。

在YouBike的成功經驗之上，我們也正在逐步建置 U-Motor（共享電動機車）、U-Car（共享電動汽車）、U-Parking（共享停車位），進一步推動臺灣的共享經濟。

#YouBike突破一億人次
#進步價值光榮城市
YouBike大台北粉絲團｜臺北交通大家談｜智慧臺北 幸福生活",333,20963,484,89,2,54,9
