"Media","V1","bindtext"
"171","LTN","藍營多人搶選北市   姚文智：民進黨勝選態勢越趨明顯！
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔即時新聞／綜合報導〕國民黨表態參選台北市長的人如雨後春筍般冒出，包含前立委丁守中、行政院前發言人鄭麗文、台北市議員鍾小平、陸委會前副主委張顯耀與前立委孫大千都接連表態參選。而有意爭取民進黨提名參選北市的立委姚文智則認為，如果民進黨堅定推出自己的候選人，那在三足鼎立的局勢下，勝選的態勢將越趨明顯！ 據《蘋果日報》報導，目前人在日本進行訪問的姚文智表示，國民黨參選台北市長的人「一日三市」，這代表他們黨內整合「還早！」；張顯耀與孫大千兩人的政治資歷與丁守中相比也不差，而國民黨卻不斷有人表態要參選，這也證明國民黨內部「還有很多人瞧不起丁守中」。 姚文智也強調，只要民進黨堅定自己的台灣價值、推出自己的候選人，那在三足鼎立的局勢之下，勝選的態勢也就越來越清楚了。 民進黨立委姚文智說，藍營多人搶選北市，顯示民進黨勝選態勢越趨明顯！（資料照） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
"181","LTN","被指「失敗者聯盟」選北市 吳敦義：有人落選卻選上總統
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  國民黨今天舉行新春團拜，前總統馬英九（右三）、國民黨主席吳敦義（左二）、副主席郝龍斌（右二）、榮譽主席吳伯雄（左一）、國民黨立委王金平（右一）等人拱手相互拜年。（記者廖振輝攝） 〔記者施曉光／台北報導〕經過農曆春節，藍營台北市長選戰又冒出包括前立委孫大千、張顯耀等人表態爭取提名，由於年前早已表態的前立委丁守中、鄭麗文等人，都是未能成功連任的立委，被媒體以「失敗者聯盟」形容，國民黨主席吳敦義今天上午出席國民黨新春團拜活動後受訪時被問及時回應媒體，「喔，抱歉﹗不要講這種苛薄的話﹗」隨後又補上一句，「你不要忘了，有人台北市長落選了，選上總統啦﹗」 此外，對於媒體詢問還有人以「籃球隊」戲稱，吳敦義反嗆媒體，如果藍營都沒人表達意願，就會被媒體說是「零球隊」，人數多了反而說成「籃球隊」，他並強調，如果大家都有志向，透過逐漸協調或進行初選，「哪裡還怕人多﹗」 至於國民黨台北市長提名何時完成？吳敦義反問媒體，「你為什麼不去問民進黨什麼時候完成？」強調還有人陸續要報名，怎麼可以馬上完成提名，台北市、新北市大概都會在三月初公告初選，台北市部分尚未確定，新北市已經確定。 對於台北市黨內有多人表態，吳敦義肯定黨內多人在選情比較複雜或現在都還沒有情朗，民進黨到底要不要提名、提名誰，都還不知的情況下，踴躍表態。 他說，民進黨在高雄市、台南市都有6、7人在爭，國民黨也一定會有人參選，黨內會透過公平、公正、公開的做法先進行協調，若協調不成，就會以全民調方式決定提名人選，「所以絕對不會缺席」。  吳敦義跟媒體說，「你不要忘了，有人台北市長落選了，選上總統啦﹗」（資料照）
 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
"191","LTN","為何藍營多人選北市 傳是衝著這原因...
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  民進黨輔選會幹部分析，國民黨之所以有多人表態參選，是希望逼出民進黨也推人參選，讓綠營和台北市長柯文哲搞分裂。（資料照） 〔即時新聞／綜合報導〕台北市長選舉，國民黨多人跳出來表態參選，民進黨輔選會幹部對此現象分析，國民黨之所以有多人想參選，是希望逼出民進黨也推人參選，讓綠營和台北市長柯文哲搞分裂，國民黨再從中爭取勝出，因此民進黨會避免此現象。 國民黨目前已有多人表態選台北市長，包括前立委丁守中、行政院前發言人鄭麗文、台北市議員鍾小平、陸委會前副主委張顯耀、前立委孫大千都陸續表態。《聯合報》報導，民進黨認為這個現象是要激出民進黨推人參選。 民進黨輔選會表示，國民黨希望民進黨推人選北市，讓民進黨和柯文哲分裂，再從中爭取勝出，民進黨和柯文哲很清楚國民黨的如意算盤，因此分裂可能性不大，由於台北市是徵召區，不必急於決定。至於是否再次禮讓柯文哲，民進黨高層強調，不論誰代表綠營參選，支持者最終會「歸隊」。 目前綠營表態參選者包括立委姚文智率先表態參選，前副總統呂秀蓮也已加入戰局，近日她已在信義區精華地段設電子看板，宣傳治理台北市的理念。 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
"201","LTN","藍眾將搶選北市長 綠議員酸製造身價
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔記者黃建豪、蕭婷方、郭安家、林良昇／台北報導〕國民黨表態參選台北市長人選陸續冒出頭，繼前立委丁守中、前行政院發言人鄭麗文、台北市議員鍾小平後，前立委孫大千、前陸委會副主委張顯耀也表態，眾參選人動作頻頻，卻被民進黨北市議員酸「一堆立委落選人製造身價」。面對媒體詢問國民黨參選人都不強？台北市長柯文哲表示，不能這樣講人家，但他認為台灣花太多時間選舉，主張把選舉時間壓到最低。 丁守中昨受訪表示，張顯耀、孫大千參加黨內提名是好事，表示大家不滿柯文哲施政，國民黨選出最強的人、勝算更多，也可讓人看出誰準備最久、最有願景，他一點都不會有壓力，還放話「年底投票單上一定有我丁守中名字」。 孫大千預計今晚開直播宣布參選，他昨日凌晨在臉書寫聲明，指台北要Pure（純粹），不要再讓未來市長還沒上任就忙著彙整人脈和分配，不要讓團隊功能縮小至一個市長的個人表演；他主張走出台北，和台灣各縣市共享資源。 張顯耀預計今開參選記者會，他昨受訪時表示，為參選準備了廿多年，也感謝黨內一、兩個人讓他提早卸下公職，實現參選願望；他也在今天將發表的聲明中強調，要「燃起台北市民的憤怒之火」。 由於孫大千、丁守中、張顯耀皆曾擔任立委並落選，民進黨北市議員梁文傑於臉書酸，「一堆立委落選的人要來選台北市長，製造一下身價，下次又回去選立委了。」 媒體詢問國民黨想選市長的似乎都不強？柯文哲昨回應，不能這樣講人家，沒人生出來就很強，是在過程中慢慢訓練、慢慢變強。他並認為，台灣花太多時間選舉，應把選舉時間壓到最低，可做市政的時間會多一點；若每天都要處理選舉的事，對市民不公平。 台北市長柯文哲（記者張嘉明攝） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
"211","LTN","鍾小平挑戰一日雙城 柯：一日雙塔比較難
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆   台北市長柯文哲20日出席光華數位新天地2018狗年興旺開工典禮，並發開運紅包給民眾。（記者張嘉明攝） 〔記者蕭婷方／台北報導〕北市國民黨籍議員鍾小平日前宣布將參加國民黨市長候選人初選，並對外表示要挑戰一日雙城，周六就要啟程；由於北市長柯文哲也曾成功挑戰一日雙城，鍾此舉挑戰意味濃厚。 對此，柯文哲今參加活動被問及此事笑回，一日雙城容易，但一日雙塔比較難，以我的經驗一日雙城很容易，廿小時內可以騎完，一日雙塔要跨過睡覺時間，因此一日雙城比一日雙塔容易很多。 媒體追問柯是否諷鍾沒有挑戰最困難的騎程？柯僅答，一般來說去年228的時候，北市辦的活動有三百多人可以在一日騎完。 若收到鍾小平戰帖是否願意再挑戰一次？柯則回，已經沒有這麼多時間了，一次事前準備至少要四、五個月，要慢慢調整肌力，現在沒時間做這些事，將要專心市政。 此外，年底北市長大選國民黨由誰披上戰袍挑戰北市長柯文哲狀況未明，繼前立委丁守中、前行政院發言人鄭麗文，議員鍾小平、前立委張顯耀近日也宣布角逐黨內初選，今日上午前立委孫大千也宣布要選。柯也被媒體問及，是否認為國民黨目前市長初選還沒派出最強人選？ 柯僅答，也不能這樣說啦，沒人生出來就很強，事在過程當中慢慢訓練，慢慢變強，在這個十倍速的時代很難預測。  新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
"221","LTN","孫大千表態選台北市長 柯Ｐ：台灣花太多時間在選舉
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆   台北市長柯文哲20日出席光華數位新天地2018狗年興旺開工典禮，致詞時香爐發爐。（記者張嘉明攝） 〔記者蕭婷方／台北報導〕國民黨年底北市長大選由誰披上戰袍挑戰北市長柯文哲狀況未明，繼前立委丁守中、前行政院發言人鄭麗文，議員鍾小平、前立委張顯耀近日也宣布角逐黨內初選，今日上午前立委孫大千也宣布要選。 北市長柯文哲今日出席光華數位園區開工活動，會後被問及此事時表示，每天的問題不一樣答案都一樣，都認真做事。 柯說，台灣花太多時間在選舉，應該要把選舉的時間壓縮到最低，花多一點的時間在市政。如果每天都在處理選舉有關的事情，對市民也不公平，相對市政時間變少。想辦法把選舉時間壓到最低，特別是對連任者。  台北市長柯文哲20日出席光華數位新天地2018狗年興旺開工典禮，並發開運紅包給民眾。（記者張嘉明攝） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
"231","LTN","藍營又一人表態！ 張顯耀將宣布參選台北市長
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  陸委會前副主委張顯耀宣布將在後天（21日）正式表態參選台北市長。（資料照） 〔即時新聞／綜合報導〕國民黨將派誰出戰台北市仍屬未定之天，目前表態參選北市的有前立委丁守中、前行政院發言人鄭麗文、市議員鍾小平等人，現在又一藍營人士表態參選，陸委會前副主委張顯耀宣布將在後天（21日）將表態參選台北市長。 據《聯合新聞網》報導，張顯耀今宣布將在初六上班日當天上午10時，在台北市長官邸召開記者會，以「贏回台北，捨我其誰」為主題，正式表態參選台北市長，爭取國民黨提名。 日前有媒體報導，從去年開始多名企業家、各社團理事長等積極勸進張顯耀代表藍營出來選台北市長，讓張顯耀有了些想法；知情人士說，張顯耀對兩岸關係有自己的想法，認為民間要更加強交流溝通，讓兩岸關係往好的方向發展，未來會提出純民間、跳脫政治的「兩岸圓桌論壇」，對岸似乎也對這個構想有不錯的反應。 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
"241","LTN","發紅包人氣輸賴揆 柯P：有什麼關係！
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔記者沈佩瑤、俞肇福、賴筱桐、曾韋禎／綜合報導〕行政院長賴清德大年初一行程滿檔，一早就從故鄉新北市萬里展開拜廟走春行程，而在北市指南宮參拜、發紅包時，不少民眾和賴打招呼、擊掌，人氣相當旺；賴自備六百份紅包，不到十分鐘就被搶拿一空。 台北市長柯文哲則是緊接在賴揆之後前往指南宮參拜，然而相較於賴揆沿途有不少熱情民眾夾道歡迎，柯的人氣明顯稀疏許多。媒體詢問，柯文哲人氣似乎比不上賴清德，會不會有點擔心？柯回說，有什麼好擔心，他只是選市長，又不是選什麼，「那有什麼關係！」 此外，部分將投入年底縣市長選舉的藍綠陣營參選人，也不忘把握拜年兼拜票。 前總統馬英九、前副總統吳敦義昨在台北市連趕九個拜廟行程；表態角逐台北市長的前立委丁守中緊跟馬、吳行程。不過馬在行天宮致完詞後，才經旁人提醒，補充介紹身邊的丁守中。 表態參選北市長的姚文智則是陪同賴揆在指南宮參拜，他受訪表示，純粹就是新春參拜，沒有和院長談到選舉的事情，「他（指賴清德）有替我加油」。 爭取民進黨新北市長提名的立委吳秉叡，則是在前行政院長蘇貞昌陪同下，前往板橋區接雲寺參拜祈福；蘇貞昌表示，自己致力培養新人，吳認真服務，盼年底的選舉塑造「新人新氣象」。 行政院長賴清德大年初一赴台北指南宮發紅包，不到十分鐘就發完。（記者黃耀徵攝） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
"251","LTN","丁守中搶陪拜年 但馬英九卻忘了他
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  前總統馬英九從台北行天宮開始新年的走春行程，前國民黨立委丁守中緊緊相隨。（記者曾韋禎攝） 〔記者曾韋禎╱台北報導〕今天是大年初一，前總統馬英九、前副總統吳敦義台北市連趕9個拜廟行程。期待參選台北市長的前國民黨立委丁守中則是緊緊相隨，但馬英九卻忘了他，吳敦義還說一定力挺經公平、公正初選出來的人，顯然沒給身邊的丁守中特別待遇。 馬英九今天要接連前往台北市的行天宮、龍山寺、奉天宮、慈惠堂、慈祐宮拜年；吳敦義則要在上午前往台北市的保安宮、龍山寺、慈祐宮、慈惠堂拜年。行程緊湊無比。 丁守中一早就前往行天宮等候馬英九。馬則在民眾熱烈的歡迎下，心情顯得非常喜悅。不過馬在完成參香，並祝福台灣國泰民安、期許全民心想事成後，正準備要發春聯給民眾時，經旁人提醒，才趕忙介紹全程陪同的丁守中。 現場媒體詢問馬的新年希望。他表示，風調雨順、颱風少，「只要國家好、我就好」。 丁守中才陪完馬英九發春聯，就在10分鐘內趕至保安宮，等候吳敦義。由於吳的行程過於緊湊，他只發完帶來的小紅包後就匆匆離去，準備趕往龍山寺。 現場媒體詢問是否支持丁守中參選台北市長？吳僅表示，只要是經過公平、公正初選出來的，他一定全力相挺。  前副總統、國民黨主席吳敦義從台北保安宮開始新年的走春行程。（記者曾韋禎攝） 前總統馬英九16日大年初一與前立委丁守中前往行天宮參拜祈福，並發送春聯給民眾。（記者簡榮豐攝） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
"261","LTN","79％民進黨支持者︰應提自家人戰北市
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔記者彭琬馨／台北報導〕面對年底的首都市長選舉，民進黨與台北市長柯文哲間的競合關係仍未明朗，台灣世代智庫昨公布民調顯示，針對台北市長選舉，民進黨有將近八成支持者認為與柯文哲理念不同，且有七十八．八％認為應自提候選人。 對於民進黨在台北市長選舉是否再與柯文哲合作？兼任民進黨主席的蔡英文總統上月接受媒體專訪時表示，這需要黨的層次討論，而柯文哲也必須對台灣價值做再一次確認，讓民進黨的支持者感覺，柯文哲是可以一起作戰的人。 不過，台灣世代智庫最新民調顯示，在民進黨支持者中，有七十六．九％支持者認為與柯文哲理念不同，七十八．八％認為應自提候選人；民調指出，民進黨若提名姚文智，有六十六．五％支持者會支持，若提名前副總統呂秀蓮，則會獲得二十四．九％支持。 在不分政黨認同屬性的全體民眾調查中，若台北市形成三強鼎立局面，民進黨提名姚文智、對上國民黨丁守中與柯文哲，姚文智將獲得十六．一％支持度，丁守中二十六．六％、柯文哲四十四．二％；相較姚文智先前僅有十％，支持度已微幅上升；若民進黨提名呂秀蓮出戰台北市，支持度則分別為十一．六％、丁守中二十八．一％、柯文哲四十六．九％。 民進黨台北市長人選遲未明朗，除已表態參選的姚文智，前副總統呂秀蓮二月初也表態考慮參戰，不過黨中央至今仍未表態。媒體人周玉蔻日前則在節目中爆料，民進黨將推出黑馬參戰台北市，但此人不是姚文智、也不是呂秀蓮。 姚文智昨天受訪時則說，他沒聽過黨內會有其他人選，但不管是做牛做馬、還是黑馬白馬，若有更多黨內菁英有意參選台北市長，應共同協調出接近初選的機制，以最民主的程序，爭取選民支持；姚文智認為，初選應以民調方式進行，若他在民調勝選，盼大家都能支持他，若他輸給其他人，也會百分之百支持黨內同志。 姚文智說，只要民進黨團結一致，在三足鼎立的台北市，還是有機會取得勝選。 民進黨台北市長人選遲未明朗，立委姚文智（左）認為初選應以民調方式進行。圖為姚文智昨公布「十犬十美、台灣犬勝」賀歲影片。（記者黃耀徵攝） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
"271","LTN","婦聯會捐款 近十年三成流向藍營
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔記者楊淳卉／台北報導〕婦聯會坐擁三百多億元資產，但金流始終神秘。黨產會清查婦聯會近十年來所捐助的人、事、單位等對象及金流，發現婦聯會捐助總額粗估達近廿億元，其中捐助國民黨候選人政治獻金、藍營政治活動及相關團體等經費，就佔六億多元，為總數三成，儼然是藍營「小金庫」，但真正捐助給公益團體、賑災等的金額，卻僅有九千多萬元，占不到總數的一成。 黨產會委員受訪表示，經由相關資料初步得知，婦聯會近十年捐助中的三分之一金額，都流向國民黨相關組織、泛藍團體與活動，足以驗證婦聯會作為國民黨附隨組織，其財務活動都會造成政黨不公平競爭。 婦聯會近十年捐款國民黨相關組織數額龐大，包括國民黨四大基金會「民生建設基金會」、藍營智庫「國策基金會」、中國國民黨身心障礙者保護基金會全部在列，單筆捐款皆破千萬元。其中，婦聯會捐贈民生建設基金會，十年共計近七千五百萬元，國策基金會則有九千多萬元。 馬政府執政期間，由國家實質控制的社團法人「中華文化總會」，也獲得婦聯會共一億五千萬元捐款，單筆捐款高達五千萬元，期間馬英九也擔任文總會長。 婦聯會近十年來捐助的「公益團體」，部分背後更有濃厚的藍營色彩。例如婦聯會捐助「台北市愛心媽媽文教基金會」，就是國民黨黨營事業「華夏公司」捐助成立；中華文化永續發展基金會，則是前行政院長劉兆玄二○一六年創辦；「季風文教基金會」董事長謝孟雄，其父為前副總統謝東閔，謝孟雄的妻子林澄枝，則是前國民黨副主席。 婦聯會更曾捐助多位國民黨政治人物選舉經費。其中，現任立委蔣萬安、黃昭順、費鴻泰、台北市議員厲耿桂芳、吳世正、秦慧珠、新北市教育局長林奕華，都曾拿過婦聯會數十萬元不等的政治獻金；前立委丁守中、蔣孝嚴、朱鳳芝、林郁方、李慶華及前北市議員賴素如等人，也曾是婦聯會捐助的對象。 婦聯會近十年「左手捐右手」捐助旗下財團法人，則有七億餘元，佔總數三成多。其中捐助振興醫院五億多元、婦聯社福基金會三百餘萬、華夏婦女基金會九百多萬、婦聯聽障基金會一億五千萬元。 值得注意的是，前婦聯會主委辜嚴倬雲任主委期間，婦聯會近十年還捐助給辜家旗下組織二億多元，其中大多是捐給辜嚴倬雲大女兒辜懷群的京劇團「台北新劇團」，也捐助辜公亮文教基金會、和信治癌中心等，每年個別有逾千萬元補助。 婦聯會近十年捐款流向 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
"291","LTN","企業家力拱！ 傳張顯耀年後宣布投入台北市長選舉
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔即時新聞／綜合報導〕國民黨將派誰出戰台北市尚無定論，目前有意參選的人為前立委丁守中、前行政院發言人鄭麗文，甚至傳出將找網路紅人、台大教授李錫錕出戰，現在又傳陸委會前副主委張顯耀將會在農曆過後，宣布投入藍營台北市長初選，國民黨初選勢必競爭激烈！ 《蘋果日報》報導，知情人士透露，不少人從去年開始就積極勸進張顯耀代表藍營出來選台北市長，其中不乏有頭有臉的人物，包含企業家、各社團理事長等，這讓他內心有了些想法。 知情人士說，張顯耀對兩岸關係有自己的想法，認為民間要更加強交流溝通，讓兩岸關係往好的方向發展，未來會提出純民間、跳脫政治的「兩岸圓桌論壇」，對岸似乎也對這個構想有不錯的反應。 傳張顯耀將會在農曆過後宣布投入藍營台北市長初選。（資料照） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
"301","LTN","談笑用兵？ 媒體民調2018北市大選 柯P「通殺」
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔即時新聞／綜合報導〕2018台北市長選舉，最大焦點莫過於市長柯文哲是否再度和民進黨合作。但有媒體民調指出，無論民進黨派出哪位人選角逐台北，就算形成三強鼎立的局面，柯文哲仍能贏得台北市長寶座。 《三立新聞》民調指出，如果由民進黨立委姚文智代表參選，支持度為13.9％、國民黨立委丁守中30.3％、柯文哲39.8％；若是日前表態不排除參選的前副總統呂秀蓮，支持率也只有12.2％、丁守中31.6％、柯文哲40.1％。 如果選後卸任的高雄市長陳菊北上參戰，雖會讓柯P的支持率降至34.9％，但陳菊的支持率為21.9％，丁守中29.7％，仍無法將柯拉下馬。 如果民進黨選擇禮讓，柯P將以47％贏過丁守中的39.1％；若是對決新北市長朱立倫的話，柯仍以47.6％壓過朱的40％。 民調還指出，柯文哲的滿意度從去年9月的51.6％，至今年2月小幅下降至49.9％；不滿意度則從33.1％升至37.3％；但在20至29歲族群中，支持度由69.4％飆至82.3％，對此，柯文哲笑說，這是因為原本成績很差，才有辦法拿最佳進步獎。 《三立新聞》民調指出，台北市長柯文哲在年底台北市長選戰中，支持度「笑傲江湖」。（資料照） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
"321","LTN","春節多安排寺廟走春 柯Ｐ：過年都在「廟廟」
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔記者沈佩瑤／台北報導〕 年節將近，台北市長柯文哲上午出席活動後受訪，被問到春節計畫，他苦笑說，看了市府安排行程，初一、初二有27個宮廟，「天啊」，怎麼排這麼多，大概過年都在「廟廟」，都在廟裏面拜拜。他也透露，初二將會和總統蔡英文到保安宮拜拜。 談到北市前觀傳局長簡余晏指台北市民要慎選台北市長、台北市議員，柯對此冷笑表示，不用她講也是要慎選。 而民進黨立委、台北市長擬參選人姚文智近來動作頻頻，上午到東門市場掃街拜票，距離前立委丁守中的競選總部總部只有50公尺，距離柯文哲的住家也只有100公尺，較勁意味濃厚，姚文智今還批評柯文哲的東門市場改建案進度緩慢。 柯文哲回應，市場改建最困難的就是中繼市場很難找，台北市幾乎沒有什麼地，穿西裝改西裝也非常困難，市場改建在台北市很困難。 另一方面，丁守中批評住豪宅，不懂民眾想要都更的心情，柯文哲直言，不是每個地方都可以都更，只有少數個案可以，昨天的都更論壇也有討論，市府少數幾個個案可以放寬容積，但如果全面要這樣子做，問題就蠻大的。 台北市長柯文哲春節期間將走訪27處廟宇，初二會和蔡英文總統一起到保安宮參拜。（記者方賓照攝） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
