"Media","V1","bindtext"
"711","LTN","《強尼‧凱克被禁》立委諷：中國準國民待遇 要先交出自由
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔記者鄭鴻達／台北報導〕演員柯宇綸遭中國指主張台獨，導致其主演的國片《強尼．凱克》於中國上映遭擱置。民進黨立委李俊俋昨受訪指出，中國對台卅一項措施，說鼓勵不限數量的台灣藝人過去，但卻要思想懲罰；民進黨立委管碧玲說，這就是中國所謂的「準國民待遇」內涵，「若要獲得中國的準國民待遇，就得先交出民主自由」。 李俊俋指出，盼台灣藝人不要只看到中國的市場很大，卻連要表演什麼或想什麼都會被限制，中國看的不是藝人傑出與否，而是看其政治心態，這是否就是台灣藝人想要的，值得深思。 管碧玲則諷刺，這就是中國給台灣人所謂的「準國民待遇」的內涵—要讓台灣人民失去自由，失去被台灣人民視為生命一部分的民主、自由，以及其生活方式，若要獲得中國的準國民待遇，就得先交出民主自由。 管碧玲強調，此類事件層出不窮，只會讓兩岸的感情愈加疏離，中國所謂的「兩岸一家親」，這些口號都是假的，此類做法就是中國的胡蘿蔔與棒子，更是殖民者殖民統治的手法及心態。 民進黨立委姚文智指出，中國對台打壓無所不用其極，所有的罪名都可冠上台獨之名，台灣除要大聲向中國抗議，更應厚植自身文化、創意產業投資，讓台灣藝人能在自由的土壤上，免於中國政治打壓，而失去政治參與及言論自由。 時代力量立委徐永明說，柯宇綸是柯一正之子，其父親政治立場、參與時代力量等，都與電影無關，但欲加之罪何患無辭，國台辦的記者會已是國家機器總動員，中國不能一方面講惠台，一方面又打台，如此政治算計顯而易見。 柯宇綸 （資料照） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"811","LTN","設計師控訴遭血汗對待  議員參選人：一個月給2萬算很高
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔即時新聞／綜合報導〕台北市中正萬華區議員擬參選人蔡宜珊被團隊前設計「呱呱」控告違反勞基法，雖然是以「設計師」頭銜聘請，卻連掃街、選民服務都要扛，工作事務繁多，但到了月底發現只領2萬元。更誇張的是，蔡宜珊本人卻回應：「給設計師1個月2萬元薪水算很高，並沒有虧欠她。」引起輿論譁然。 據《鏡周刊》報導，呱呱控訴自己初進蔡宜珊團隊面試時，蔡以「看你能力」為由，要她「免費設計」記者會看板，被錄用後，她所做的圖屢屢被對方以「短髮像蔡英文」等等「特殊理由」要求她不斷重改。 此外，呱呱還必須包辦掃街、選民服務的工作，批評蔡宜珊不尊重專業，給薪還很苛刻，忙到最後，一個月薪水也才2萬，明顯低於勞基法規定的基本工資最低標準。 因為龐大的「額外」工作量外加熬夜趕圖，最後呱呱身體負荷不了演變成甲狀腺機能亢進，為了照顧自己健康提出辭呈，沒想到蔡居然要求她少領一點薪水，或按件計酬。 針對指控，蔡宜珊表示，要求一起掃街拜票、做選民服務，「因為我們是一個team」，還強調，從事選舉工作沒有在計算時間和加班費，且給設計師1個月2萬元薪水算很高，並沒有虧欠她。還爆料：「我之前在阿扁、謝長廷、姚文智競選總部擔任助理時，也沒有保勞健保。」 蔡宜珊（左）被控訴血汗對待團隊前設計師。（資料照） 呱呱替蔡宜珊設計新靠珊文宣，對比蔡宜珊的作為格外諷刺。（圖為呱呱提供） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"911","LTN","柯宇綸電影被擱置 立委隔海砲轟中國欲加之罪
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔記者鄭鴻達／台北報導〕演員柯宇綸遭中國網友指主張台獨，導致其主演的國片「強尼‧凱克」於中國上映遭擱置。民進黨立委姚文智表示，台灣政府應大聲向中國抗議，自身也應厚植文化及創意產業實力；時代力量立委徐永明強調，中國一方面講惠台，一方面又打台，其政治算計顯而易見。 演員柯宇綸是導演柯一正之子，因中國網友指稱主張台獨，中國國台辦發言人安峰山前天在記者會上證實該片在中國上映已被擱置，並強調不會允許持台獨立場和具有台獨言行台灣藝人參與的影片在中國上映。 姚文智指出，中國對台打壓無所不用其極，所的罪名都可冠上台獨之名，台灣除要大聲向中國抗議，更應厚植自身文化、創意產業投資，讓台灣藝人能在自由的土壤上，免於中國政治打壓，而失去政治參與及言論自由。 姚文智說，此案例不是個案，更是層出不窮，若台灣政府未厚植自身實力，建立自己的信心與文化，才不會讓台灣藝人被中國市場綁架。 徐永明說，柯宇綸是柯一正之子，或其父親政治立場、參與時代力量，都與其電影無關，中國是欲加之罪何患無辭，國台辦此次記者會已是國家機器總動員，中國不能一方面講惠台，一方面又打台，如此作法，政治算計顯而易見。 國片「強尼‧凱克」男主角柯宇綸被中國網友影射是「台獨藝人」揚言抵制，國台辦也證實該片上映已被擱置。（資料照） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"1010","LTN","阿扁挺姚文智選台北市長 呂秀蓮冷冷這樣說...
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔即時新聞／綜合報導〕前總統陳水扁日前表示不支持台北市長柯文哲，改挺爭取民進黨提名的立委姚文智；同樣也要參選的呂秀蓮曾是陳水扁搭檔8年的副總統，對此只冷冷地說，「阿扁總統挺的人也曾變過很多次」，她不會放在心上，「聽聽就好」。 據《蘋果日報》報導，呂秀蓮今受訪指出，她先前曾告知阿扁總統要參選台北市長一事，但阿扁總統認為市長「太小了」，不過她並不這樣認為，反而覺得當市長若能有好的成績，對她來說就是很有意義、很有功德。 呂秀蓮也強調，阿扁總統相挺的人也變來變去好多次，因此她不會放在心上，也認為沒關係，聽聽就好。 另外，姚文智今天批評柯文哲不是政治素人，而是「政治髒髒包」，呂秀蓮對此表示，她會盡可能展現修養、不口出惡言，所以不會這樣形容柯文哲。 但呂秀蓮也指出，全台灣財政最優厚的縣市非台北市莫屬，但柯文哲擔任市長至今有做了什麼嗎？「他總不能把拆掉南門市場當成唯一政績吧」？ 前副總統呂秀蓮。（資料照） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"1111","LTN","不是政治素人了！姚文智批柯文哲是「政治髒髒包」
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔即時新聞／綜合報導〕北市府上週拆除立法院公投盟帳篷，立院前的民團800壯士也收到帳篷拆除通知，民進黨立委姚文智則痛批，北市長柯文哲的行為像「政治髒髒包」。 《蘋果日報》報導，姚文智表示，公投盟是選舉受災戶，過去柯文哲將公投盟當成「上馬石」，但上任後又把他們踢開，若柯P主張要拆除，上任就該做，並質疑「為何等到選舉前才打壓獨派」？800壯士也是如此，在選舉前處理表現得很有執行力，「但台北還有多少違建戶、其他待落實的城市秩序要處理」？ 姚文智說，最近很流行「髒髒包」麵包，外表示黑黑的巧克力，吃了要趕快洗手，要吃第二個很麻煩，而柯的行為都讓人覺得他像髒髒包，不是政治素人，「他是政治髒髒包」。 繼公投盟位於濟南路上帳棚23日遭北市府拆除，800壯士也收到拆除通知。建管處昨天表示，兩邊違章建築情況相同，但拆除800壯士帳棚須進行交管，將和警方協議決定拆除時間；為此，800壯士今天上午也在立院前抗議北市府「暴力」。 民進黨立委姚文智痛批，北市長柯文哲的行為像「政治髒髒包」。（資料照） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"1211","LTN","唐鳳年輕票多能戰柯P？ 賴清德：他是個好人才
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  有消息傳出，民進黨高層相中數位政務委員唐鳳，出馬挑戰力拚連任的台北市長柯文哲。（資料照） 〔即時新聞／綜合報導〕2018縣市首長選舉，藍綠皆有多人表達競逐台北市長的意願，有消息傳出，民進黨高層相中數位政務委員唐鳳，出馬挑戰力拚連任的台北市長柯文哲；對此，行政院長賴清德回應，唐鳳是個傑出人才。 唐鳳是否成未台北市長選戰新黑馬？賴清德表示，他是個很傑出的人才，至於是否要選，要尊重他，而且他已經公開說明，沒有這個計畫。 民進黨至今還未決定是否繼續禮讓柯文哲，或是提名自己人，預計5月之後才會有結果。目前黨內有立委姚文智、前副總統呂秀蓮有意爭取黨內提名，泛綠陣營還有退出民進黨表態參選的前台南縣長蘇煥智。  新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"1311","LTN","〈台北都會〉松機遷建政見夯 市府︰2020沒望
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔記者鍾泓良、陳宜加／台北報導〕市長柯文哲二○一五年召開論壇，喊出「二○二○松山機場遷建、首都空間解嚴」，稱二○二○年桃園機場第三航廈完工後就可遷建；各黨派市長參選人近日也拋出松機遷建政見。豈料，北市府昨坦言，因中央對松機遷建時程不明，且態度不積極，僅表達等桃園機場第三航廈及第三跑道完工後再討論，坦言無法在二○二○年達成，希望二○二五年前遷建；意即如柯文哲連任，也得等到柯六十五歲卸任後三年。 交通部表示，目前松山機場遷建可行性研究，已納入「桃園國際機場園區綱要計畫」，尚未完成初步評估，未來若結果出爐，將先由民航局進行後續作業，涉及國家整體發展，須再報行政院審查。民航局則表示，將配合政策辦理。 副市長林欽榮說，市府對於松機遷建立場不變，定期會向市長報告，但因桃機工程未定，同時也不積極，幾乎無進度。他坦言，原本盼二○二○年遷建已無法達成；但他說，市府退而求其次，希望二○二五年前可遷建，目前先著力於松機南側營區都市計畫變更及捷運東側南北環線。 林欽榮分析，桃機現規模已可負擔松機國際航班運量，困難在離島航班；他主張若松機遷建，市府願意提供補貼，讓離島民眾搭乘桃園機場捷運。他也呼籲，中央應將國際航班分擔給台中清泉崗機場及高雄小港機場。 柯文哲二○一五年開首都圈論壇，指松機遷建將可解除近三千公頃的航高限制區，北北基都可受惠；也規劃松機原址開闢成一百六十二公頃的濕地公園、文化園區及中樞行政園區等。 至於其他市長參選人，民進黨立委姚文智提議將松機變成中央公園，規劃二○二三年動工。 前國民黨立委丁守中主張松機廢除後興建中繼國宅、經濟發展營運中心等。 台大政治系兼任教授李錫錕前天也主張松機遷建，闢「巨木森林公園」、興建五萬戶公共住宅，地下層打造商場、停車場。 前陸委會副主委張顯耀昨於廣播節目表示，松機遷建後可改建為森林公園，引進科技產業打造「台北曼哈頓特區」，對接兩岸經濟。 國民黨市議員鍾小平昨受訪，認為松機造成北市老房子無法都更，亦主張廢松機，全區打造「東區中央公園」。 台北市長參選人的松機遷建後規劃案一覽表 市長柯文哲2015年召開論壇，打著「2020松機遷建，首都空間戒嚴」的口號，稱2020年桃機第三航廈完工後就可以遷建松山機場。（記者鍾泓良攝） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"1411","LTN","未必禮讓柯P 民進黨有自提人選準備
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔記者楊淳卉、邱燕玲、陳鈺馥／台北報導〕民進黨在台北市不一定禮讓現任市長柯文哲，且已有自提人選的準備，陸續尋覓奇兵參選。民進黨秘書長洪耀福、選對會召集人林錫耀、台北市黨部主委黃承國廿二日與行政院數位政委唐鳳會面，引發聯想。黨內核心透露，「民進黨不可能只有一步棋，當然會有其他備案」，未來還會到處尋找一些適合的人選，「不是只有唐鳳」。 執掌民進黨北市輔選兵符的黃承國昨受訪僅說，只是找唐鳳聊一聊，進一步瞭解這個人，沒有聊很深入，會面時間約一小時。 核心人士表示，唐鳳會面時說她的戶籍在新北市，但戶籍不是問題，以人選來說，唐鳳的確是奇兵，不排除是一張好牌；且「原本禮讓柯文哲可能性很高，但現在越來越小」。 這名人士表示，民進黨若要自行提名，不再支持柯文哲，「推出的人選一定要超乎人想像」，要有一些「另類」，否則目前檯面上傳統的民進黨、國民黨人選對上柯文哲，柯文哲的民調還是「穩穩」。 根據唐鳳在「公共數位創新空間」（PDIS） 揭露的會面紀錄，三月二十二日標題為「與洪耀福、林錫耀、黃承國對談」，但唐鳳僅在紀錄提及「我自己這邊，九成九的時間還是在我的日常工作上 」。唐鳳辦公室機要秘書黃子維昨強調，當天僅討論平時業務內容，唐鳳也已公開說明「無意參選」。 黃子維並表示，會議是唐鳳主動揭露，並非私下會面，唐鳳所有會面都有逐字稿紀錄，但只要是與會者不想公開的談話內容，就不會公開。 立法院副院長蔡其昌昨受訪表示，若自己推不出人，自然是與柯合作，「若自己手上有好牌，怎會不打」，他相信黨中央會務實審慎評估，「不是以爽不爽、靠情緒來決定」。 蔡其昌認為，其實民進黨人才濟濟，只是牌怎麼打的問題，「像姚文智也不差」，最後黨會對整體發展做出合理的評估。 民進黨還未決定是否繼續禮讓柯文哲，或是提名自己人，預計五月之後才會掀底牌。目前黨內有立委姚文智、前副總統呂秀蓮有意爭取黨內提名，泛綠陣營還有退出民進黨表態參選的前台南縣長蘇煥智。 台北市長柯文哲（資料照） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"1510","LTN","張顯耀也提松機遷建 將引進科技業對接兩岸經濟
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔記者鍾泓良／台北報導〕台北市長參選人姚文智、李錫錕紛紛提出松山機場遷建後的政策，台北市長柯文哲於任內也曾提出要遷建松山機場，開闢成大型濕地公園，讓台北市限建地區「空間解嚴」前陸委會副主委張顯耀今天接受「POP RADIO」電台專訪提到，自己也將提到松山機場遷建的政策，除了要打造森林公園，讓台北市民有個肺，也將會引進科技產業打造「台北曼哈頓特區」，對接兩岸經濟。 廣播主持人黃清龍表示，台大政治系兼任教授、無黨籍市長參選人李錫錕昨天提出了松山機場遷建計畫，詢問張顯耀是否也贊成。張顯耀說，自己組成的專業團隊近期將會公布計畫，但他也先透露，台北市地狹人稠，松山機場遷建1年內不做，往後也勢必要做。 張顯耀說，松山機場遷建的條件就是要找到1小時內可以抵達的替代機場，他說，目前只要桃園機場第三航廈可以在2年內完工，那麼第一航廈就可以替代松山機場。 張顯耀主張，松山機場遷建後，要打造成100公頃、世界最大的中央公園，讓台北市民有個肺；同時也要打造「台北曼哈頓特區」，引入科技業，對接兩岸經濟。他補充，台北市長一定要懂兩岸，才有辦法帶著台北跟對岸接觸，強調自己多年的兩岸處理經驗，絕對是參選利多。 前陸委會副主委張顯耀。（資料照） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"1611","LTN","錕P首發政見 遷松機蓋5萬戶公宅
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  李錫錕提到，他所說的政策是中央政府無法說不的政策，因為總統蔡英文也提出「8年20萬戶」公宅目標，他所提出的政策可以幫中央爭取到4萬戶，該如何拒絕。（記者鍾泓良攝）  〔記者鍾泓良／台北報導〕台大政治系兼任教授李錫錕今天宣布參選台北市長，其中提出一大政見就是要把松山機場遷建，變成松機特區。他說，松山機場比大安森林公園大8.5倍，他規劃在那邊開闢「巨木森林公園」，並在特區內新建5萬戶公宅，優先給育幼家庭、無宅老人、青年及經濟弱勢居民等，完成柯文哲任內無法完成的「8年5萬」公宅目標。他也說，五萬戶中將提供作一萬戶作為都更中繼住宅。 此外，松機特區也將會提供公托公幼、公辦在校安親班、公辦公營長照及日照機構，同時也興建跨河大橋及捷運連結內湖，解決台北市交通問題。 李錫錕提到，他所說的政策是中央政府無法說不的政策，因為總統蔡英文也提出「8年20萬戶」公宅目標，他所提出的政策可以幫中央爭取到4萬戶，該如何拒絕。而談到財務規劃，他說每年北市府、中央政府各撥100億元，八年花1600億元即可以完成，若還有不足，那還可以發行公債。 媒體詢問過去柯文哲、姚文智都有提出松機遷建，但都卡在中央。李錫錕受訪表示，萬丈高樓從一樓開始，他從來不講求任內完成松機特區，「這有點吹牛」，但只要他自己起頭，相信後繼者可以幫自己完成。 李錫錕今天宣布參選台北市長，其中提出一大政見就是要把松山機場遷建，變成松機特區。（記者鍾泓良攝） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"1710","LTN","北市長參選人數爆炸   姚文智：沒人提城市改革理念
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  綠委姚文智表示，這麼多台北市長擬參選人中，幾乎沒有人真正深入城市、帶動城市改革、提出市政理念。（資料照） 〔即時新聞／綜合報導〕繼台大政治系教授李錫錕和行政院政務委員唐鳳傳出可能加入台北市長選戰，有意投入北市選戰的綠委姚文智今早表示，難得參選的人這麼多，但都沒有人提出如何帶動城市改革和市政理念，包括現任市長柯文哲也沒有，這才是最嚴重的問題。 綜合媒體報導，姚文智今日上午在台北市萬華區的糖<U+5ECD>文化園區參加體驗活動時提到，每週都有不同市長參選人出現，就像琵琶行裡的詞句「嘈嘈切切錯雜彈，大珠小珠落玉盤」，各黨派大家都來，很歡迎。而同時也指出，這麼多市長人選中，幾乎沒有人真正深入城市、帶動城市改革、提出市政理念，連現任市長也沒有，這是很嚴重問題。 如今參選人數已經呈現爆炸狀態，姚文智坦言，難得有很多不同的人出來參選，彷彿每週一市長，歡迎大家把各自的政見說出來。 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"1811","LTN","拆公投盟帳篷 柯：突然想到
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔記者黃建豪、蘇芳禾／台北報導〕台北市長柯文哲在本屆任期最後一年，突然拆除「公投護台灣聯盟」在立法院旁搭設長達十年的帳篷。柯文哲昨回應是「突然想到」，但他也強調，「這個國家不能沒有秩序」，並稱其他的類似狀況，都會統一處理，一切依法行政。 北市府前天動員拆除公投盟帳篷後，柯文哲遭質疑討好統派，或要報復公投盟總召蔡丁貴擬參選台北市長。柯文哲昨澄清，是前天北市府舉行例行的治安會報時，因為局處一直被他念，然後他突然問了一句「立法院圍牆外面那個多久了？」結果局處大概因為一直被Ｋ，就自動跑去把帳篷拆了。 媒體追問，是否擔心引發深綠不滿？柯文哲說，不擔心，且未來對陳抗都會要求依法行政，不能放任這種不申請佔用馬路的事情發生。至於八百壯士等其他團體的帳篷，只要沒申請都要拆除。 不過有意角逐台北市長的民進黨立委姚文智痛批北市府程序粗暴、標準不一，並質問「反年改團體的帳篷為何不同時拆除？」做法啟人疑竇。 姚文智表示，過去十年來，彼此都可相安無事，重點在於處理過程有無充分溝通、依照程序，或依循相同標準。如果是為了城市的交通、美觀，其他團體為何不一起處理？只處理單一團體，其時機、動機、標準，柯市長都無法說服大家。 柯文哲則強調，按照目前法令，如果不提出路權申請，就是要拆，這個國家不能沒有秩序，如果怕獨派生氣、怕統派生氣， 那什麼事情都不用做，這個國家不可以這樣，法律是給人民遵守的，不是給人民參考的。 柯文哲也說，並不是因為蔡丁貴要參選，才要去拆他的帳篷，事實上是顛倒過來，因為事前有通知公投盟要拆，隔天蔡丁貴才說要參選。另就公投盟指「柯文哲是中國在台灣的代言人」，柯表示，沒那麼嚴重啦，這就是口水。 北市府前天突然動員拆除公投盟搭設在立院旁帳篷，台北市長柯文哲昨回應稱「突然想到」。（記者簡榮豐攝） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"1910","LTN","同受年輕人喜愛 傳綠營高層相中新黑馬挑戰柯P！
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  傳綠營高層相中唐鳳出戰2018台北市長選舉。（資料照） 〔即時新聞／綜合報導〕2018縣市首長選舉，藍綠皆有多人表達競逐台北市長的意願。現在有消息傳出，民進黨高層相中數位政務委員唐鳳，出馬挑戰力拚連任的台北市長柯文哲。 根據《新頭殼》報導，綠營檯面上已有立委姚文智、前副總統呂秀蓮、前台南縣長蘇煥智表態參選，文化部長鄭麗君也被黨內大老看中勸進，但鄭迄今沒有點頭，府黨高層便將目光轉向受到年輕族群支持的唐鳳身上，搶占同樣以年輕選票為主的柯P。 唐鳳自出任政務委員之初就頗受外界關注，除了她在科技領域享有的盛名外，唐鳳也是政府最年輕、首位跨性別閣員，並屢屢在國際場合突破外交障礙替台灣發聲 報導中提到，唐鳳雖然受到年輕族群支持，但是否從政仍是未知數，一切還有待觀察。 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"2011","LTN","雙北1280月票 姚文智：戒嚴時代的政策買票
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔記者蘇芳禾／台北報導〕台北市、新北市推出1280元捷運公車聯票，有意爭取台北市長的民進黨立委姚文智今天召開記者會質疑，柯文哲此舉就像是戒嚴、婦聯會時代的政策買票，且在選前政策買票。姚文智說，只要結合電子支付、升級悠遊卡、開放企業運用，「不要說1280元，0元都有可能！」他也認為，這些錢多半補助到新北市民，因為搭乘遠程的人多半是新北市民，台北市出的錢卻更多。 雙北推動1280元可搭乘捷運、公車「30天吃到飽月票」，鼓勵民眾搭乘大眾運輸工具，姚文智質疑這是政策買票，姚文智說，市庫需補貼聯票政策5.6億元，若再加上其他補貼，1年用於捷運、公車的補貼已接近80億元。但卻未必達到減少私有運具的目標，交通也沒有必然相關的改善，這樣的推動方式，不符合時代要求。 姚文智說，去年台灣數位廣告金額、臉書和google廣告、電商營業額合計有3千億元，而台北捷運旅運次非常高，這些商業機制應該要納入，這些可以部分補貼政府支出，他相信是可以做到。台北市政府應該要率先進行，結合悠遊卡、電子票證、電商，進行大刀闊斧的整合，用商業利益補貼公共運輸，如果夠smart（智慧）的話，不要說1280元，每個月0元都有可能。 姚文智舉例，政府可以用大數據、實名制的方式，找到賣掉機車的，轉搭大眾運輸的民眾，提供他們免費或是折抵搭乘，這樣才能真正減少私有運具，增加民眾使用公共運輸。 姚文智也說，柯文哲對敬老津貼7、8億元斤斤計較，反而在選前增加5.6億元補貼捷運，跟新北市一起，更不要說這些補貼多半補助到新北市民，因為搭乘遠程的大部分是新北市民，計價不知道是怎麼算，反而台北市出的錢卻更多。  民進黨立委姚文智召開記者會，提出自己的電子票<U+52B5>政策。（記者蘇芳禾攝） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
