"Media","V1","bindtext"
"383","LTN","月前曾拜會王金平   柯P稱還沒機會談到「兩岸一家親」
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔記者沈佩瑤／台北報導〕本報今獨家報導，台北市長柯文哲積極尋求連任，到處拜訪藍綠政壇大老，今晚間還將與前立法院長、國民黨立委王金平吃飯。對此，柯文哲表示，王金平就像是中華民國現代史的活字典，可以問一些看法還不錯，是很有用的諮詢。 王金平昨受訪表示，約一個月前，柯文哲有來拜會他，談了兩個多鐘頭，兩人今晚還會與幾個朋友一起在西華飯店吃飯。 柯文哲上午出席悠遊卡記者會後受訪表示，他常去拜訪政壇前輩，「從老宋、甚至李前總統、甚至阿扁、甚至王金平院長」，他話鋒一轉指王金平在立法院坐了四十年，簡直中華民國現代史的活字典，自己還勸他說快點寫回憶錄，所以有時候可以問一些看法還不錯，是很有用的諮詢。 媒體追問今晚再會面，有沒有要詢問王金平對兩岸一家親論述看法，柯P卻笑回「還沒有機會談到那裡」，但有思考怎麼去降低緊張、減少衝突的可能性。  台北市長柯文哲積極尋求連任，到處拜訪藍綠政壇大老，今晚間還將與前立法院長、國民黨立委王金平吃飯。（記者張嘉明攝）
 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
"384","LTN","雙城論壇成綠營禮讓關鍵？  柯P沒有正面回應
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔記者沈佩瑤／台北報導〕本報今獨家報導，民進黨年底北市長選舉布局不急著掀底牌，據了解，黨內高層評估是否與台北市長柯文哲合作，關鍵點就是今年的雙城論壇。柯文哲今沒有正面回應，指現在上海台辦主任李文輝被陸委會禁止來台，要辦雙城論壇也要雙方談判，但現在「人也不能來，還沒想到怎麼去談判」。 據知情人士透露，若柯P在雙城論壇召開期間的言行「沒捅出樓子」、「安全過關」，民進黨就會敲定與柯合作、禮讓柯參選北市長。柯文哲上午出席悠遊卡記者會後受訪，對此僅說先決定戰略再決定戰術，現在的戰術就是先避免僵局、減少衝突、降低緊張，這是戰略目標，在這目標下再去做調整。 至於柯P今年是否出席雙城論壇？柯顧左右言他說，現在有個麻煩，上海台辦主任李文輝被陸委會禁止入境，要辦總是要雙方先談判，現在人也不能來，還沒想到怎麼去談判。  台北市長柯文哲19日出席悠遊卡帳戶連結啟動記者會。（記者張嘉明攝） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
"385","LTN","騎腳踏車巡迴北市 鍾小平細數「柯P荒政」
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  鍾小平也邀請前台北市長郝龍斌來幫自己站台，郝龍斌表示，鍾是運動員出生，可以愈挫愈奮，上次鍾小平挑戰「一日雙城」，比柯文哲快42分鐘，展現驚人毅力。（記者鍾泓良攝） 〔記者鍾泓良／台北報導〕今年底為「9合1大選」，藍營多人有意願一戰台北市長，其中包括國民黨市議員鍾小平。他今天於市府大樓前表示，柯文哲執政至今3年多，許多問題到現在仍然無解，從5大弊案到5大案招商成績不佳、交通問題能仍未改善、萬華街有問題依然存在等，因此將帶著腳踏車隊巡迴北市，回顧柯上任3年的「柯P荒政」。 鍾小平也邀請前台北市長郝龍斌來幫自己站台，郝龍斌表示，鍾是運動員出生，可以愈挫愈奮，上次鍾小平挑戰「一日雙城」，比柯文哲快42分鐘，展現驚人毅力。他說，目前國民市長參選人包括鍾小平、前立委丁守中、孫大千及陸委會前副主委張顯耀有意出戰，顯示柯作不好。 郝龍斌說，大巨蛋到現在柯市府都沒說清楚為什麼要勒令停工，至今做了甚麼改變，荒廢了3年之久。他也補充，台北藝術中心原本是他卸任6個月內完工，但現在都沒有完成，行政效率很差。 而對於柯文哲有意要找前立法院長王金平尋求支持，郝說，如果大家都很清楚這是柯文哲的選舉策略，過去他跟綠的非常密切合作，現在綠的對他不滿意，轉而跟藍來討好，「這樣騎牆，沒有理念沒有政策，這不是一個政治人物該做的事情。」郝相信，所有的選民眼睛是雪亮的，不要低估台北市民水準。 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
"386","LTN","柯Ｐ拜會王金平、宋楚瑜
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔記者邱燕玲、楊淳卉、鄭鴻達、沈佩瑤／台北報導〕台北市長柯文哲尋求連任，四處拜會藍綠陣營大老請益。前立法院長、國民黨立委王金平昨受訪表示，約一個月前，柯文哲有來拜會他，談了兩個多鐘頭，兩人今晚還會與幾個朋友一起在西華飯店吃飯。 對於柯文哲的「兩岸一家親」遭到綠營基層的抨擊與不諒解，王金平表示，其實宗教界最常講「兩岸一家親」，何況「兩岸一家親」也不是統一。 至於柯文哲一個月前拜會時，有無抱怨自己遭到外界誤解？王金平笑而不答；另對柯有無詢問國民黨台北市長的提名狀況，以及兩岸言論如何拿捏等，王都未多回應，只說兩人「聊了很多」。 此外，柯文哲因深知外界對他兩岸發言不滿，上任後曾私下找上多方人士詢問兩岸發言及與中國互動「分寸」應如何拿捏，諮詢對象包括多名綠營高層人士，以及與柯關係良好的親民黨主席宋楚瑜。 對於柯文哲是否曾徵詢宋楚瑜有關兩岸論述的意見，台北市政府發言人劉奕霆表示，柯文哲本就會針對市政不定期請教政治界前輩建議，因為是私人行程，不清楚談話內容。 不過有市府高層透露，柯文哲會定期拜訪宋楚瑜，見了面或多或少會談到市政或是選舉相關議題。他說，柯很清楚「兩岸一家親」讓一部分人不認同，只是不解為何在去年達到不滿高峰；柯認為應透過更多論述，說服民眾了解他的想法，所以才會去請教大老意見。 立法院親民黨黨團總召李鴻鈞指出，在他印象中，宋楚瑜、柯文哲兩人最近一次的碰面是在林國成兒子婚禮上的公開場合，或是之前的「民主開新營」活動，據他了解，兩人後續並無進一步見面或會談。 李鴻鈞表示，兩岸雙城論壇行之有年，並非柯首創，這是城市外交，柯文哲所提到的「兩岸一家親」概念，其實在宋楚瑜更早之前訪中時，就已經提出；李強調，親民黨最重視務實、理性及中道，是要讓台灣有國際空間，最重要的就是堅持宋所說的「台灣價值」。 此外，有綠營人士建議柯「不要讓中國討厭你」，還有人向柯分析，台灣與中國互動管道應「多線進行」，形成多股力量，柯則可在此著力，打破過去國民黨當中國代理人的買辦模式，讓中共無法集中對台灣侵略。 台北市長柯文哲。（記者方賓照攝） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
"387","LTN","雙城論壇柯Ｐ言行若過關 民進黨將禮讓
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔記者楊淳卉、沈佩瑤／台北報導〕民進黨年底台北市長選舉布局不急著掀底牌，據了解，黨內高層評估是否與台北市長柯文哲合作，關鍵點就是今年的雙城論壇，若柯在雙城論壇召開期間的言行「沒捅出樓子」、「安全過關」，民進黨就會敲定與柯合作、禮讓柯參選北市長。 北市府高層則透露，日前上海台辦主任李文輝來台遭陸委會拒絕，勢必對雙方溝通有所影響，「雙城論壇辦還是會辦，只是辦的時間和議題，還要再溝通」；為避免交流被政治解讀，兩市都擬派副市長層級出席雙城論壇，意即柯文哲不參加論壇，副市長為官方代表。 知情人士指出，民進黨主席、總統蔡英文曾私下透露北市長選戰的想法，就是「一定要贏，不能讓國民黨漁翁得利」。不過，民進黨基層想的「不是輸贏，而是價值」，主張「絕對不能禮讓柯Ｐ」，未來能否說服基層接受柯文哲，值得觀察。 柯在去年七月雙城論壇致詞中提及「兩岸一家親」、「兩岸命運共同體」等語，引爆綠營不滿。蔡總統今年一月與柯私下會面時，也談及柯與民進黨在兩岸態度不同。 知情人士指出，今年雙城論壇應會比去年的時間點早，民進黨是否禮讓柯，「雙城論壇本來就是指標」；由於卡到雙城論壇時間，黨內對北市布局最快五月才開始討論，決定提名一定是往後延，「快不了」。 他並提醒，雙城論壇對柯是很大考驗，即使柯未出席論壇，但在論壇召開期間，柯的「一言一行」都要謹慎、取得平衡點，「不要刺激到綠營的選民」，「柯市長號稱智商一五七，應該有智慧化解這個問題」。 對於外界關注雙城論壇舉辦的時程，甚至是否可能取消一事，台北市副市長鄧家基昨說，四月底太趕了，來不及籌備，但雙方仍有意願、且朝舉辦雙城論壇的方向進行；而要設定怎樣的議題才能讓人民有感，尚無定論，加上考慮現階段兩岸氛圍，不管是舉辦時間、討論議題，都要避免對兩岸造成太大衝擊，不希望讓城市交流變調。 民進黨立委吳思瑤直言，綠營支持者對於柯的反彈，近來已經超乎想像，她最近因為助選主持在全國跑，有支持者痛罵「若再禮讓柯，就不投民進黨提名的縣市長」；她認為，即使柯在兩岸發言做出調整，恐怕一時也難以紓解綠營支持者對柯的反彈情緒。 台北市長柯文哲。（記者方賓照攝） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
"388","LTN","〈台北都會〉談台北獨特 柯：容忍怪人當市長
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔記者沈佩瑤／台北報導〕市長柯文哲昨出席「台北的獨特與包容」論壇，暢談自己對台北的認識，認為台北獨特在於包容，就像台北市民可以容忍一個奇怪的人當市長一樣；他也說，台灣人民從DNA上就是混血的，這是硬體上的優勢，「才會說一家親」、「你中有我、我中有你」，而創新則是軟體上的優勢。 另一位與談人、來自法國的藝術家朱力安．夸涅（Julien Coignet）於會中談及，過去大城市舉辦奧運或大型世界級活動時，為蓋場館大多會讓當地居民遷移居住地，但台北卻沒有，柯文哲對此笑回因為「舊的（場館）改一改比較便宜」。 柯文哲笑稱，雖然台灣GDP不如新加坡和香港等地，從亞洲四小龍之首變成最後一名，甚至幾乎要被除名，但台灣「在精神上滿自由的，想罵誰就罵誰，太爽了」，像他就常常被罵，但「也常常罵人家」。 柯文哲最後說，在國外常常看見唐人街等分族群居住的聚落，但在台灣卻看不見，因為往來族群大多是直接融入台北；台灣人民從DNA上就是混血的，「才會說一家親」、「你中有我、我中有你」。 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
"389","LTN","〈台北都會〉金剛「寶寶」移民荷蘭 柯：精子去就好？
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔記者周彥妤／台北報導〕陪伴台灣民眾卅多年、台北市立動物園金剛猩猩「寶寶」，今日凌晨飛往荷蘭，扛下「傳宗接代」的任務，從此落地生根，不會返台。動物園昨為牠舉辦歡送會，市長柯文哲出席致詞冒了一句：「以醫生的腦袋來想，精子去就好，為什麼人要去？」引起現場一陣笑聲。 對此，動物園回應，就動物福祉而言，若能自行交配，就不會以人工方式電擊取精，且「寶寶」到荷蘭去，也有機會與其他母金剛猩猩多些互動。 昨歡送會上，柯文哲及荷蘭貿易暨投資辦事處代表紀維德分別充當「男、女方主婚人」；動物園也準備六項禮品讓寶寶帶到荷蘭，包含喜糖、喜餅、寶寶愛吃的有機芭樂乾果、鍛鍊體魄的啞鈴、寶寶的隨身物品麻布袋及「浪跡天涯小包包」。 柯文哲致詞說，卅三歲的寶寶，兩歲時經由走私來台，隨後善心人士買下送給動物園，每年都有保育員替牠過生日、許生日願望。之後柯文哲突然冒了一句：「老實說，以醫生的腦袋來想，精子去就好，為什麼人要去？」主持人在旁連忙說，「不一樣，要有感覺，談戀愛啊！」柯回應，「以DNA保存觀點來看，收集一下比較快嘛！」 柯文哲表示，寶寶到荷蘭去，將來生出的小猩猩，也會再送回來，盼能藉此與荷蘭建立良好關係。話鋒一轉，柯又戲稱「這個算和番」，語畢自己放聲大笑，隨後改稱是「移民」，以後比照台僑辦理，讓台荷交流更密切。 台北市立動物園大猩猩寶寶將赴荷蘭，民眾搶拍金剛的身影。（記者方賓照攝） 園方昨為牠舉行歡送慶生會，特別準備6項禮品讓寶寶帶到荷蘭，有喜糖、喜餅、寶寶愛吃的有機芭樂乾等。（記者方賓照攝） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
"390","LTN","〈台北都會〉校園E化 北市3年投入逾10億元
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔記者沈佩瑤／台北報導〕北市高中職博覽會昨在花博園區爭艷館登場，今年以「多元進路通寰宇，適性揚才展潛能」為主題，共有六十七所學校參與。市長柯文哲昨主持開幕儀式時表示，將在未來三年推動整個學校Ｅ化，預估挹注經費十億元以上。 開幕儀式由穿上象徵各學群服裝的學生熱舞開場，青春洋溢的舞姿博得滿堂喝采，隨後由甫奪下世界盃金牌的景美師大女子拔河聯隊，及拿下高中籃球聯賽冠軍的松山高中，向柯文哲獻上獎盃，分享榮耀。 柯文哲致詞時說，充滿朝氣的開場表演，也象徵台北市的教育非常朝氣蓬勃，北市教育一直走在全台灣的最前端，包括最近在推的雙語教育和實驗教育。 在國際教育部分，柯當場宣布下個學年度預算將加碼約六千萬元，補助北市學生到國際各城市見習，現場響起一片熱烈掌聲。 柯文哲指出，根據去年就近入學有九成報到率經驗，顯示就近入學對家長和學生在選擇高中職時是可行且可接受的，所以今年優先免試入學有約五千八個名額，比去年增加九百個。 他透露，北市教育局未來三年，針對學校Ｅ化，在網路與硬體要投入十億元以上經費，目標是每個學校都有獨立Wi-Fi，網路速度也要夠快。 在特教生方面，特教資源中心將統整規劃關於特教生的職業發展。柯文哲坦言，曾有自閉症學生抱怨，特教生需要的教育訓練，要符合將來職業上的需要，而不是老師能教的，他認為這很有道理。 另外，柯文哲表示，在參訪高職的實習工廠後，預計投入六億元更新設備，並且讓高職與科技大學產學合作，跟機構建教合作，同時開辦就業導向的課程。 台北市公私立高中高職博覽會十八日登場，育達高職時尚造型科展現專業吸引學子就讀。（記者簡榮豐攝） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
"391","LTN","〈台北都會〉擴大西進 北市副市長今率團赴中考察
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔記者郭安家／台北報導〕市長柯文哲預計年中舉辦台北、上海雙城論壇，不過，柯也指示副市長林欽榮率領產發局長林崇傑等官員赴中國考察，將透過「建經牌」擴大西進規模，布局深圳、廣州等城市台商、台辦系統。林欽榮坦言今起至廿三日將與產發局官員出訪廣州、深圳；民進黨市議員質疑，近日中共發布對台卅一項措施，要拉攏台灣年輕人赴中國工作，北市府此舉難道不會為中共政策背書？ 中國與台北對口城市為上海，每年皆舉辦台北、上海雙城論壇，但是去年底世大運結束後，林欽榮九月初即率卅一位官員考察中國深圳、杭州、上海，也參觀阿里巴巴集團等企業總部，與會單位包括產發局、資訊局、文化局、都發局、財政局、社會局、悠遊卡公司，其中深圳行還拜會深圳市政府。 柯文哲去年底再指示產發局分析中共總書記的十三五規劃，並研擬北市因應對策，命林欽榮規劃今年初再度率領官員赴中國，將透過「建經牌」擴大西進規模，聯繫深圳等其他城市的台商、台辦系統。 根據北市府規劃，林欽榮、林崇傑、產發局專委劉永修、工商科人員、科技產業服務中心主任莊玫紅等人，三月十九日至廿三日將出訪廣州、深圳。 民進黨市議員王世堅質疑，雙城論壇、兩岸經貿交流一向是中國統戰伎倆，且兩岸事務是中央政府權限，但柯文哲噁心高唱「兩岸一家親」、「夫妻床頭吵床尾和」，也很積極布局上海、廣東，想要在兩岸獲得話語權；敏感的是，近日中共發表對台卅一項措施，要將台灣年輕人拉攏至中國工作，北市府出訪中國難道不會為中共對台經貿政策背書？ 林欽榮證實今將出訪廣州、深圳，並強調今年三月廿七日台北將辦智慧城市大展，將有一千多個攤位，因台北最發達是ICT產業，希望台北、上海以外的城市更多人士參與該大展；畢竟深圳是中國首批開放的市場經濟特區、發展已早，盼能邀請到幾個改革區域的基地來台。 至於此行是否會見到深圳副市長艾學峰？林欽榮則不願透露，並指這次是純經貿參訪團，並非雙城論壇層級的會面；談到議員質疑與中共對台卅一項措施有關？林解釋，完全不搭軋，只是基於城市、經貿交流角度出訪。 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
"392","LTN","北市高中職博覽會開幕 柯文哲：未來3年投入10億元推動全校E化
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  柯文哲出席公私立高中高職博覽會，在泰北高中攤位親自製作鋼筆。（記者簡榮豐攝） 〔記者沈佩瑤／台北報導〕北市高中職博覽會今上午在花博園區爭艷館登場，今年以「多元進路通寰宇，適性揚才展潛能」為主題，共有多達67所學校參與。台北市長柯文哲上午主持開幕儀式時表示，除了預估將投入約6億元更新高職實習工廠設備，也將在未來3年，推動整個學校E化，預估網路與硬體就要10億元以上。 開幕儀式由泰北高中演藝科學生熱舞開場，學生們穿上象徵各學群的服裝，青春洋溢的舞姿博得滿堂喝采，隨後由甫奪下世界盃金牌的景美師大女子拔河聯隊，及拿下高中籃球聯賽冠軍的松山高中，向市長柯文哲獻上獎杯，分享榮耀。稍後柯文哲還到泰北高中攤位體驗製作鋼筆。 柯文哲致詞時說，充滿朝氣的開場表演，也象徵台北市的教育非常朝氣蓬勃，台北市的教育一直走在全台灣的最前端，包括最近在推的雙語教育。在他剛上任時，台北市幾乎沒有什麼實驗教育，但現在從博嘉國小等學校開始一路有計劃的推展。 「國際教育部分，教育局長有特別要求要增加預算，這沒問題，為讓台北成為國際的城市，所以下個學年度預算會增加將近6000萬。」現場響起一片熱烈掌聲。 談到108年課綱，柯表示今年優先免試入學有約5,800個名額，比去年增加900個，根據去年經驗，大概有9成的報到率，這顯示就近入學對家長與學生在選擇高中職時是可行，且可接受的。 他也提到，最近中崙、和平、南湖、永春高中等學校組成策略聯盟，提供網路學校、跨校選修等，在107學年度應該會有更多的學校加入。 柯文哲在致詞中預告，北市教育局未來3年，針對學校E化，在網路與硬體要投入10億元以上經費，目標是每個學校都有獨立wi-fi，而網路速度要夠快，國小3年級以上不管是使用ipad或notebook，都可以有效率地使用網路。 在特教生方面，特教資源中心將統整規劃關於特教生的職業發展。柯坦言，曾有自閉症學生向他抱怨，像他們這些特殊生，給他們的教育訓練要符合將來職業上的需要，應該是教社會上需要的，而不是老師能教的，他認為這很有道理。 另外，在高職教育部分，柯表示曾參訪過實習工廠，大概要投入6億元更新設備，並且讓高職與科技大學產學合作，跟機構建教合作，同時開辦就業導向的課程。 台北市長柯文哲18日出席公私立高中高職博覽會，參觀參展學校攤位。（記者簡榮豐攝） 柯文哲在泰北高中攤位親自製作鋼筆。（記者簡榮豐攝） 台北市長柯文哲參觀參展學校攤位。（記者簡榮豐攝） 松山高中獻上高中籃球聯賽冠軍獎杯。（記者簡榮豐攝） 景美女中拔河隊獻上冠軍獎杯。（記者簡榮豐攝） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
"393","LTN","金剛猩猩「寶寶」赴荷傳宗接代 柯P：為何不精子去就好？
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  台北市立動物園大猩猩寶寶將赴荷蘭，園方18日為牠舉行歡送慶生會，市長柯文哲應邀出席。（記者方賓照攝） 〔記者周彥妤／台北報導〕陪伴台灣民眾30多年、台北市立動物園金剛猩猩「寶寶」19日凌晨即將前往荷蘭，背負「傳宗接代」的任務。動物園今天為即將遠行的牠舉辦歡送會，會場擠滿目睹「寶寶」離台前身影的民眾。台北市長柯文哲出席致詞表示，「老實說，以醫生的腦袋來想，精子去就好，為什麼人要去？」引起現場一陣笑聲。 動物園表示，「寶寶」基因珍貴，繁衍後代正是遠赴荷蘭的重要任務；預定於19日凌晨起飛，飛行約12小時，於當地上午時間抵達荷蘭阿姆斯特丹機場。 今天歡送會上，動物園也準備6項禮品，讓「寶寶」帶到荷蘭，包含「喜糖」、「喜餅」、「有機芭樂乾果」、「啞鈴」、寶寶專屬「隨身物品麻布袋」及「浪跡天涯小包包」。柯文哲致詞說，「寶寶」33歲，2歲走私到台灣，後來被善心人士買下送給動物園。保育員說每年都替牠過生日、許生日願望，「我都沒有過生日，大猩猩竟然有！」迎來一陣笑聲。 柯也提到，大猩猩是瀕臨絕種的動物，DNA都很寶貴，還好藉由歐洲「大猩猩保育計畫」，「寶寶」被配對送到荷蘭。柯突然冒了一句，「老實說，以醫生的腦袋來想，精子去就好，為什麼人要去？」主持人在旁連忙說，「不一樣，要有感覺，談戀愛啊！」柯回應，「以DNA保存觀點來看，蒐集一下比較快嘛！」再度引起一陣笑聲。 柯文哲表示，「寶寶」經過1個月的檢疫期，即將到荷蘭去，將來生出的小猩猩，也會再送回來，盼能藉此與荷蘭建立良好關係。 動物園表示，「寶寶」遠在荷蘭的新家位於荷蘭中部的「靈長類公園」（Apenheul Primate Park），該處為專門管理及研究靈長類動物的機構，也是世界動物園照養金剛猩猩的著名動物園。  金剛猩猩「寶寶」19日凌晨前往荷蘭，背負「傳宗接代」的任務。台北市長柯文哲出席歡送會致詞表示，「老實說，以醫生的腦袋來想，精子去就好，為什麼人要去？」引起現場一陣笑聲。（記者方賓照攝） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
"394","LTN","被罵「男妓人渣」 名嘴告鄉民要他們好好接招
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  資深媒體人王瑞德遭鄉民怒罵「男妓」，已展開提告行動。（記者曾德蓉翻攝） 〔即時新聞／綜合報導〕台北市長柯文哲與名嘴的口水戰越演越烈，許多力挺柯文哲的網友也在網路上發聲，並痛批各家名嘴，名嘴王瑞德不滿遭PTT鄉民稱「男妓」，決定正式提告。 名嘴王瑞德在臉書PO出一張擷取自PTT的圖片，一名PTT鄉民在推文辱罵「王瑞德男妓人渣」，王瑞德表示：「本人當過送報生，去旅行社上過班，擔任過記者和媒體主管，就是沒當過男妓」王瑞德強調，其他酸言酸語他沒意見，但是辱罵他是「嘉義之恥」和「男妓人渣」的鄉民已經展開提告行動，要他們「好好接招吧。」 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月13日‧星期三‧戊戌年四月卅 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 新版身分證票選出爐 設計師魯少綸奪首獎！ 3 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 4 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 5 連俞涵超正弟媳曝光…根本巨乳林志玲！"
